Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Elfrid Payton,22-324,G,1/11/17,ORL,LAC,1,23,3,9,0.333,3,9,0.333,0,0,,0,2,0,0,2,2,3,0,0,2,2,6,0
Terrence Ross,25-355,F-G,1/25/17,TOR,MEM,0,21,2,9,0.222,0,2,0,2,7,0.286,0,0,,0,1,1,1,0,0,0,0,6,1.5
Patrick McCaw,21-134,G,3/8/17,GSW,BOS,1,32,3,7,0.429,3,4,0.75,0,3,0,0,0,,1,3,4,3,0,0,1,1,6,4.6
Jrue Holiday,26-256,G,2/23/17,NOP,HOU,1,35,3,12,0.25,3,6,0.5,0,6,0,0,0,,1,3,4,4,1,2,7,0,6,-1.4
Brandon Jennings,27-131,G,2/1/17,NYK,BRK,1,43,1,11,0.091,1,7,0.143,0,4,0,4,6,0.667,0,3,3,10,5,0,2,2,6,8
Richaun Holmes,23-011,F-C,10/26/16,PHI,OKC,0,12,2,2,1,2,2,1,0,0,,2,2,1,1,2,3,0,0,3,1,3,6,6.6
Iman Shumpert,26-150,G,11/23/16,CLE,POR,0,17,2,4,0.5,0,1,0,2,3,0.667,0,0,,1,1,2,2,0,0,1,5,6,3.4
Boris Diaw,34-285,F-C,1/26/17,UTA,LAL,0,18,2,8,0.25,2,6,0.333,0,2,0,2,2,1,1,0,1,1,0,0,1,0,6,1.6
Mason Plumlee,26-360,C-F,2/28/17,DEN,CHI,0,23,3,5,0.6,3,5,0.6,0,0,,0,0,,0,6,6,5,0,0,1,4,6,6.4
Patrick Beverley,28-269,G,4/7/17,HOU,DET,1,31,1,3,0.333,0,0,,1,3,0.333,3,5,0.6,2,11,13,5,0,1,0,2,6,11.6
Boban Marjanovic,28-126,C,12/19/16,DET,CHI,0,7,3,6,0.5,3,6,0.5,0,0,,0,0,,0,2,2,0,1,2,0,0,6,6
J.R. Smith,31-081,G-F,11/29/16,CLE,MIL,1,30,2,7,0.286,0,0,,2,7,0.286,0,0,,0,0,0,1,2,1,2,4,6,1.7
Terry Rozier,22-360,G,3/12/17,BOS,CHI,0,16,2,5,0.4,2,3,0.667,0,2,0,2,2,1,0,1,1,2,1,0,2,0,6,4
Dejounte Murray,20-047,G,11/5/16,SAS,LAC,0,9,2,4,0.5,0,2,0,2,2,1,0,0,,0,0,0,0,0,0,1,1,6,2.6
Doug McDermott,25-072,F,3/16/17,OKC,TOR,0,16,2,5,0.4,0,1,0,2,4,0.5,0,0,,0,2,2,1,0,0,1,2,6,2.8
Delon Wright,24-309,G,3/1/17,TOR,WAS,0,20,1,2,0.5,1,2,0.5,0,0,,4,4,1,0,1,1,2,2,0,1,2,6,6.9
Sasha Vujacic,32-269,G,12/2/16,NYK,MIN,0,11,2,3,0.667,0,0,,2,3,0.667,0,0,,0,0,0,2,2,0,0,0,6,8.1
Trevor Ariza,31-152,F,11/29/16,HOU,UTA,1,26,3,8,0.375,3,4,0.75,0,4,0,0,0,,1,2,3,0,1,1,1,2,6,2.8
Zaza Pachulia,32-348,C,1/23/17,GSW,MIA,1,27,2,6,0.333,2,6,0.333,0,0,,2,4,0.5,4,6,10,2,2,0,1,3,6,7.6
Luol Deng,31-314,F,2/24/17,LAL,OKC,0,18,3,9,0.333,3,8,0.375,0,1,0,0,0,,2,0,2,2,0,0,0,1,6,3.3
Tyler Ulis,21-050,G,2/24/17,PHO,CHI,0,13,3,4,0.75,3,4,0.75,0,0,,0,0,,0,2,2,4,1,0,1,0,6,7.8
Patrick Beverley,28-185,G,1/13/17,HOU,MEM,1,33,3,7,0.429,3,4,0.75,0,3,0,0,0,,0,2,2,3,3,1,0,3,6,7.5
Fred VanVleet,23-007,G,3/4/17,TOR,MIL,0,8,2,3,0.667,2,3,0.667,0,0,,2,2,1,0,2,2,2,1,0,1,1,6,6.3
Damjan Rudez,30-194,F,12/28/16,ORL,CHO,0,12,2,7,0.286,0,1,0,2,6,0.333,0,0,,0,0,0,1,0,0,0,1,6,2.2
Jaylen Brown,20-067,F,12/30/16,BOS,MIA,0,16,3,4,0.75,3,3,1,0,1,0,0,0,,0,0,0,1,0,0,0,1,6,4.7
Noah Vonleh,21-113,F,12/15/16,POR,DEN,1,18,3,8,0.375,3,8,0.375,0,0,,0,0,,3,4,7,0,0,0,1,3,6,2.7
Cristiano Felicio,24-216,F-C,2/8/17,CHI,GSW,0,15,3,4,0.75,3,4,0.75,0,0,,0,0,,2,2,4,0,1,0,0,0,6,7.4
Dante Cunningham,29-290,F,2/6/17,NOP,PHO,0,20,3,5,0.6,3,5,0.6,0,0,,0,0,,1,4,5,0,1,1,0,1,6,6.9
Jahlil Okafor,21-008,C-F,12/23/16,PHI,PHO,1,20,3,4,0.75,3,4,0.75,0,0,,0,0,,1,3,4,1,0,1,1,5,6,4.4
Austin Rivers,24-096,G,11/5/16,LAC,SAS,0,22,3,10,0.3,3,7,0.429,0,3,0,0,0,,0,1,1,1,1,1,1,2,6,1.1
Darren Collison,29-127,G,12/28/16,SAC,POR,1,20,2,7,0.286,2,6,0.333,0,1,0,2,2,1,0,1,1,5,0,0,0,1,6,5.3
Georgios Papagiannis,19-280,C,4/9/17,SAC,HOU,0,13,3,3,1,3,3,1,0,0,,0,0,,1,2,3,3,1,0,1,2,6,7.7
Pau Gasol,36-146,F-C,11/29/16,SAS,ORL,1,22,2,6,0.333,2,5,0.4,0,1,0,2,2,1,2,4,6,3,0,0,0,0,6,7.3
Jarell Martin,22-185,F,11/25/16,MEM,MIA,0,18,2,4,0.5,2,4,0.5,0,0,,2,2,1,1,11,12,0,0,1,1,2,6,6.9
Buddy Hield,22-344,G,11/25/16,NOP,POR,0,12,2,4,0.5,1,2,0.5,1,2,0.5,1,1,1,0,1,1,0,0,1,0,1,6,4.6
Michael Kidd-Gilchrist,23-142,F,2/15/17,CHO,TOR,1,36,2,7,0.286,2,7,0.286,0,0,,2,2,1,1,13,14,2,2,2,3,2,6,7.5
Maurice Harkless,23-300,F-G,3/7/17,POR,OKC,1,29,3,5,0.6,3,4,0.75,0,1,0,0,2,0,3,1,4,2,2,2,0,2,6,9.3
Michael Kidd-Gilchrist,23-037,F,11/2/16,CHO,PHI,1,32,2,4,0.5,2,4,0.5,0,0,,2,4,0.5,2,11,13,1,3,1,2,4,6,8.7
Kyle Singler,28-285,F,2/13/17,OKC,WAS,0,17,2,3,0.667,2,3,0.667,0,0,,2,3,0.667,1,2,3,1,1,0,0,0,6,7.3
Marco Belinelli,31-003,G-F,3/28/17,CHO,MIL,0,25,2,6,0.333,2,3,0.667,0,3,0,2,2,1,0,4,4,5,0,0,0,1,6,6.9
Trevor Booker,29-049,F,1/13/17,BRK,TOR,1,27,3,8,0.375,3,8,0.375,0,0,,0,0,,1,6,7,4,0,0,0,3,6,5.7
Tyus Jones,20-179,G,11/5/16,MIN,OKC,0,16,0,4,0,0,2,0,0,2,0,6,6,1,1,1,2,4,0,0,2,1,6,4.6
Jakob Poeltl,21-152,C,3/16/17,TOR,OKC,0,17,2,3,0.667,2,3,0.667,0,0,,2,2,1,1,1,2,0,0,2,0,2,6,6.3
Trevor Ariza,31-176,F,12/23/16,HOU,MEM,1,36,2,5,0.4,0,1,0,2,4,0.5,0,0,,0,4,4,3,1,0,1,1,6,6.2
Greg Monroe,26-302,C-F,4/2/17,MIL,DAL,0,24,2,2,1,2,2,1,0,0,,2,4,0.5,1,5,6,1,1,0,0,4,6,6.9
Brian Roberts,31-093,G,3/6/17,CHO,IND,0,13,2,3,0.667,0,0,,2,3,0.667,0,0,,0,2,2,0,0,0,1,0,6,4.3
Pascal Siakam,23-001,F,2/5/17,TOR,BRK,1,29,2,4,0.5,2,4,0.5,0,0,,2,2,1,1,6,7,0,1,0,2,3,6,4.3
Shabazz Napier,25-254,G,3/25/17,POR,MIN,0,14,2,5,0.4,2,4,0.5,0,1,0,2,2,1,0,1,1,1,0,0,1,0,6,3.3
Kent Bazemore,27-274,G-F,4/1/17,ATL,CHI,0,21,2,8,0.25,0,3,0,2,5,0.4,0,0,,0,5,5,2,0,0,0,2,6,3.3
Jameer Nelson,34-347,G,1/21/17,DEN,LAC,0,29,3,8,0.375,3,6,0.5,0,2,0,0,0,,0,2,2,8,0,0,1,2,6,6
Matt Barnes,36-331,F,2/3/17,SAC,PHO,1,39,3,9,0.333,3,5,0.6,0,4,0,0,0,,0,10,10,4,0,1,1,3,6,5.2
Justin Anderson,22-351,G,11/4/16,DAL,POR,0,18,3,5,0.6,3,4,0.75,0,1,0,0,0,,1,1,2,0,0,1,0,2,6,4.6
Joffrey Lauvergne,25-103,C-F,1/11/17,OKC,MEM,0,11,1,2,0.5,1,1,1,0,1,0,4,4,1,1,2,3,1,0,0,0,2,6,6.2
Okaro White,24-203,F,3/4/17,MIA,CLE,0,25,2,5,0.4,2,5,0.4,0,0,,2,2,1,3,4,7,0,0,0,3,3,6,2.4
Matthew Dellavedova,26-177,G,3/4/17,MIL,TOR,0,26,2,11,0.182,2,9,0.222,0,2,0,2,2,1,0,3,3,3,0,0,0,2,6,1.3
Boris Diaw,34-280,F-C,1/21/17,UTA,IND,0,19,3,7,0.429,3,7,0.429,0,0,,0,0,,1,2,3,4,0,0,0,0,6,6.4
Dorian Finney-Smith,23-340,F,4/9/17,DAL,PHO,1,30,2,9,0.222,2,7,0.286,0,2,0,2,2,1,7,4,11,3,1,0,0,4,6,8.1
Draymond Green,26-242,F,11/1/16,GSW,POR,1,30,2,3,0.667,1,1,1,1,2,0.5,1,2,0.5,0,8,8,9,3,2,0,2,6,16.6
J.J. Redick,32-226,G,2/5/17,LAC,BOS,1,33,2,9,0.222,2,6,0.333,0,3,0,2,2,1,1,3,4,1,0,0,2,4,6,-0.8
David Lee,33-311,F,3/6/17,SAS,HOU,0,23,3,6,0.5,3,6,0.5,0,0,,0,0,,5,3,8,0,2,1,1,4,6,7.5
Rodney McGruder,25-243,G,3/29/17,MIA,NYK,1,13,3,5,0.6,3,4,0.75,0,1,0,0,0,,0,0,0,0,0,0,1,5,6,0.7
Mason Plumlee,27-028,C-F,4/2/17,DEN,MIA,0,13,2,4,0.5,2,4,0.5,0,0,,2,4,0.5,0,2,2,1,0,2,0,2,6,5.1
Terrence Jones,24-359,F,1/2/17,NOP,CLE,0,18,2,5,0.4,2,5,0.4,0,0,,2,2,1,0,3,3,2,1,0,1,0,6,5.6
Ty Lawson,29-128,G,3/11/17,SAC,DEN,0,24,3,8,0.375,3,6,0.5,0,2,0,0,0,,1,3,4,3,1,0,1,6,6,2.9
Tristan Thompson,25-255,F-C,11/23/16,CLE,POR,1,27,2,3,0.667,2,3,0.667,0,0,,2,6,0.333,1,5,6,1,0,1,0,1,6,6.3
Andrew Harrison,22-094,G,1/30/17,MEM,PHO,0,10,1,1,1,0,0,,1,1,1,3,4,0.75,0,0,0,0,0,0,1,4,6,2.7
Kent Bazemore,27-193,G-F,1/10/17,ATL,BRK,1,22,1,7,0.143,1,4,0.25,0,3,0,4,6,0.667,1,2,3,0,2,0,1,2,6,2.2
Raymond Felton,32-286,G,4/8/17,LAC,SAS,0,18,3,5,0.6,3,5,0.6,0,0,,0,0,,0,3,3,2,1,0,0,1,6,6.6
Anthony Tolliver,31-236,F-C,1/23/17,SAC,DET,0,24,2,4,0.5,1,2,0.5,1,2,0.5,1,2,0.5,1,1,2,1,1,0,0,1,6,5.9
Terrence Ross,25-301,F-G,12/2/16,TOR,LAL,0,20,2,6,0.333,0,1,0,2,5,0.4,0,0,,0,1,1,1,0,0,1,2,6,1.8
Roy Hibbert,29-351,C,11/26/16,CHO,NYK,0,14,1,2,0.5,1,2,0.5,0,0,,4,4,1,1,2,3,1,0,2,1,1,6,7
Tarik Black,25-008,C-F,11/30/16,LAL,CHI,0,12,2,2,1,2,2,1,0,0,,2,4,0.5,1,0,1,0,0,1,1,5,6,3
Darrell Arthur,28-258,F,12/8/16,DEN,WAS,1,20,2,3,0.667,0,0,,2,3,0.667,0,0,,0,3,3,4,0,1,2,2,6,6.3
Elfrid Payton,22-255,G,11/3/16,ORL,SAC,1,34,3,13,0.231,3,8,0.375,0,5,0,0,1,0,0,3,3,11,0,0,1,1,6,4.9
Buddy Hield,23-049,G,2/4/17,NOP,WAS,1,23,3,10,0.3,3,7,0.429,0,3,0,0,0,,1,2,3,2,0,0,1,2,6,1.1
Anthony Morrow,31-048,G,11/14/16,OKC,DET,0,9,3,5,0.6,3,4,0.75,0,1,0,0,0,,2,0,2,1,0,1,0,0,6,6.5
Danny Green,29-213,G-F,1/21/17,SAS,CLE,1,32,2,5,0.4,0,0,,2,5,0.4,0,0,,0,2,2,2,0,0,0,4,6,3.7
Jonathon Simmons,27-059,G-F,11/12/16,SAS,HOU,0,16,3,4,0.75,3,3,1,0,1,0,0,0,,0,2,2,1,0,1,0,1,6,6
Emmanuel Mudiay,20-336,G,2/4/17,DEN,SAS,0,20,2,10,0.2,2,7,0.286,0,3,0,2,2,1,1,3,4,4,1,0,1,2,6,3.4
Nikola Mirotic,25-293,F,11/30/16,CHI,LAL,0,22,3,9,0.333,3,5,0.6,0,4,0,0,0,,1,5,6,1,2,1,0,1,6,6.1
Tarik Black,25-140,C-F,4/11/17,LAL,NOP,0,21,3,9,0.333,3,9,0.333,0,0,,0,0,,0,9,9,0,1,3,0,0,6,6.7
Jameer Nelson,34-360,G,2/3/17,DEN,MIL,1,30,2,6,0.333,1,3,0.333,1,3,0.333,1,2,0.5,0,3,3,4,0,0,1,1,6,4.5
Jameer Nelson,35-043,G,3/24/17,DEN,IND,1,33,2,6,0.333,1,2,0.5,1,4,0.25,1,2,0.5,1,1,2,6,1,0,1,2,6,6.6
Corey Brewer,30-259,F-G,11/19/16,HOU,UTA,0,15,2,3,0.667,2,2,1,0,1,0,2,2,1,2,3,5,1,0,0,0,0,6,7.7
Joe Harris,25-175,G,3/1/17,BRK,SAC,0,21,2,6,0.333,0,0,,2,6,0.333,0,0,,0,3,3,0,0,0,1,4,6,0.9
Anthony Morrow,31-064,G,11/30/16,OKC,WAS,0,31,2,9,0.222,0,2,0,2,7,0.286,0,0,,0,1,1,4,0,0,1,3,6,1.4
Bobby Portis,21-279,F,11/15/16,CHI,POR,0,14,2,5,0.4,1,4,0.25,1,1,1,1,2,0.5,3,3,6,1,0,0,2,2,6,3.8
Al-Farouq Aminu,26-100,F,12/30/16,POR,SAS,1,28,2,9,0.222,2,6,0.333,0,3,0,2,3,0.667,1,5,6,3,2,0,0,4,6,4.8
Derrick Jones,20-000,F,2/15/17,PHO,LAL,0,4,3,3,1,3,3,1,0,0,,0,0,,1,1,2,0,0,0,0,0,6,6.1
Kelly Oubre,21-028,F,1/6/17,WAS,MIN,0,14,2,4,0.5,0,1,0,2,3,0.667,0,0,,0,1,1,0,0,0,1,4,6,1.7
Rodney McGruder,25-089,G,10/26/16,MIA,ORL,0,24,1,3,0.333,1,2,0.5,0,1,0,4,5,0.8,1,2,3,0,2,0,1,4,6,4.6
Corey Brewer,31-027,F-G,4/1/17,LAL,LAC,0,10,1,3,0.333,1,3,0.333,0,0,,4,4,1,0,3,3,1,1,0,0,2,6,6.1
Jonathon Simmons,27-165,G-F,2/26/17,SAS,LAL,0,17,2,8,0.25,2,7,0.286,0,1,0,2,2,1,0,0,0,1,0,1,2,0,6,0.6
Dewayne Dedmon,27-133,C,12/23/16,SAS,POR,1,27,2,4,0.5,2,4,0.5,0,0,,2,2,1,2,5,7,0,0,2,0,3,6,7.1
Mike Muscala,25-165,F-C,12/13/16,ATL,ORL,0,24,3,8,0.375,3,7,0.429,0,1,0,0,0,,1,4,5,2,0,1,0,2,6,4.8
Rajon Rondo,30-327,G,1/14/17,CHI,NOP,0,19,2,7,0.286,0,4,0,2,3,0.667,0,0,,0,2,2,5,1,0,2,1,6,4.6
Rondae Hollis-Jefferson,22-075,F,3/19/17,BRK,DAL,1,30,2,6,0.333,2,6,0.333,0,0,,2,2,1,1,8,9,0,0,1,0,2,6,5.6
Daniel Ochefu,23-008,C,12/23/16,WAS,MIL,0,11,3,4,0.75,3,4,0.75,0,0,,0,2,0,0,2,2,0,0,0,0,2,6,3.4
Jon Leuer,27-294,F,3/4/17,DET,PHI,1,19,3,7,0.429,3,6,0.5,0,1,0,0,0,,0,2,2,1,1,0,1,2,6,2.8
LaMarcus Aldridge,31-225,F-C,3/1/17,SAS,IND,1,32,3,9,0.333,3,9,0.333,0,0,,0,0,,1,4,5,2,1,0,2,0,6,3.2
Kyle Anderson,23-202,F-G,4/10/17,SAS,POR,0,24,2,6,0.333,2,5,0.4,0,1,0,2,2,1,1,3,4,2,3,0,2,0,6,6.6
Jarell Martin,22-162,F,11/2/16,MEM,NOP,0,17,2,6,0.333,2,5,0.4,0,1,0,2,2,1,1,3,4,1,2,1,1,2,6,5.8
T.J. McConnell,24-279,G,12/29/16,PHI,UTA,0,27,3,5,0.6,3,5,0.6,0,0,,0,0,,0,0,0,3,1,0,3,1,6,3.4
Marcin Gortat,33-029,C-F,3/18/17,WAS,CHO,1,27,2,7,0.286,2,7,0.286,0,0,,2,2,1,1,14,15,0,0,1,1,1,6,6.1
Luc Mbah a Moute,30-119,F,1/6/17,LAC,SAC,1,23,3,8,0.375,3,8,0.375,0,0,,0,0,,1,1,2,0,1,0,0,0,6,3.6
Cory Joseph,25-223,G,3/31/17,TOR,IND,1,29,3,5,0.6,3,3,1,0,2,0,0,0,,0,2,2,6,1,0,3,3,6,5.3
Ed Davis,27-191,F,12/13/16,POR,OKC,0,11,2,3,0.667,2,3,0.667,0,0,,2,2,1,1,2,3,1,0,1,0,4,6,5.8
Kosta Koufos,28-001,C,2/25/17,SAC,CHO,1,19,3,7,0.429,3,7,0.429,0,0,,0,0,,4,3,7,0,0,1,2,2,6,3.9
Josh Richardson,23-113,G,1/6/17,MIA,LAL,1,30,2,6,0.333,1,2,0.5,1,4,0.25,1,2,0.5,0,1,1,2,0,0,2,3,6,0.7
Nick Young,31-281,G-F,3/9/17,LAL,PHO,1,14,2,6,0.333,0,3,0,2,3,0.667,0,0,,0,1,1,1,0,0,1,3,6,1.4
Ty Lawson,29-034,G,12/7/16,SAC,DAL,0,21,3,9,0.333,3,8,0.375,0,1,0,0,0,,0,2,2,1,2,0,0,1,6,3.8
Shabazz Napier,25-117,G,11/8/16,POR,PHO,0,11,2,3,0.667,0,0,,2,3,0.667,0,2,0,0,0,0,2,1,0,2,3,6,3.1
Dewayne Dedmon,27-219,C,3/19/17,SAS,SAC,0,12,3,3,1,3,3,1,0,0,,0,0,,1,3,4,0,1,0,0,3,6,6.5
Willy Hernangomez,22-227,C,1/9/17,NYK,NOP,0,13,3,4,0.75,3,4,0.75,0,0,,0,0,,2,2,4,3,0,0,2,0,6,6.5
Nerlens Noel,22-360,C-F,4/5/17,DAL,LAC,1,22,2,4,0.5,2,4,0.5,0,0,,2,2,1,0,4,4,1,0,1,2,3,6,3.4
Willie Cauley-Stein,23-084,F-C,11/10/16,SAC,LAL,0,12,3,4,0.75,3,4,0.75,0,0,,0,0,,2,2,4,0,1,0,1,2,6,5.6
Nerlens Noel,22-357,C-F,4/2/17,DAL,MIL,0,19,3,4,0.75,3,4,0.75,0,0,,0,0,,1,2,3,2,3,0,0,4,6,8.5
Cristiano Felicio,24-165,F-C,12/19/16,CHI,DET,0,22,3,5,0.6,3,5,0.6,0,0,,0,0,,3,4,7,2,1,1,0,2,6,9.3
Marcus Smart,22-299,G,12/30/16,BOS,MIA,1,34,1,7,0.143,1,6,0.167,0,1,0,4,4,1,1,3,4,2,2,0,1,1,6,5.1
Aron Baynes,30-014,C,12/23/16,DET,GSW,0,17,3,4,0.75,3,4,0.75,0,0,,0,0,,2,0,2,1,0,0,0,1,6,6.1
Vince Carter,39-327,G-F,12/18/16,MEM,UTA,0,18,2,6,0.333,1,4,0.25,1,2,0.5,1,1,1,1,1,2,1,0,0,1,2,6,2.5
Kosta Koufos,27-308,C,12/28/16,SAC,POR,1,23,3,3,1,3,3,1,0,0,,0,0,,3,7,10,0,0,1,1,1,6,8.6
Amir Johnson,29-216,F,12/3/16,BOS,PHI,1,15,3,4,0.75,3,3,1,0,1,0,0,0,,0,2,2,1,0,1,0,2,6,5.6
Domantas Sabonis,20-247,F,1/5/17,OKC,HOU,1,22,3,5,0.6,3,5,0.6,0,0,,0,0,,0,3,3,1,1,2,0,3,6,6.5
Thaddeus Young,28-276,F,3/24/17,IND,DEN,1,30,3,5,0.6,3,5,0.6,0,0,,0,0,,0,3,3,1,0,0,1,3,6,3.1
K.J. McDaniels,24-036,G-F,3/17/17,BRK,BOS,0,19,3,6,0.5,3,5,0.6,0,1,0,0,0,,1,3,4,0,1,0,0,2,6,4.8
Patrick McCaw,21-136,G,3/10/17,GSW,MIN,1,25,3,7,0.429,3,6,0.5,0,1,0,0,0,,1,3,4,1,0,0,1,0,6,3.6
Ron Baker,23-252,G,12/7/16,NYK,CLE,0,10,2,7,0.286,1,3,0.333,1,4,0.25,1,2,0.5,0,1,1,1,0,0,1,0,6,1.5
Marvin Williams,30-149,F,11/15/16,CHO,MIN,1,23,1,9,0.111,1,4,0.25,0,5,0,4,4,1,0,1,1,1,0,1,1,1,6,0.4
DeAndre' Bembry,22-185,F,1/5/17,ATL,NOP,0,15,3,4,0.75,3,3,1,0,1,0,0,0,,0,1,1,0,0,0,0,1,6,4.3
Spencer Dinwiddie,23-329,G,3/1/17,BRK,SAC,0,27,1,5,0.2,1,5,0.2,0,0,,4,4,1,1,3,4,3,0,0,0,3,6,5.4
Tony Snell,25-066,G-F,1/15/17,MIL,ATL,1,22,2,5,0.4,0,0,,2,5,0.4,0,0,,0,0,0,2,1,0,0,1,6,5.3
Lavoy Allen,27-363,F-C,2/1/17,IND,ORL,0,19,1,2,0.5,1,2,0.5,0,0,,4,4,1,0,1,1,1,0,0,1,2,6,4.2
Willy Hernangomez,22-198,C,12/11/16,NYK,LAL,0,20,3,8,0.375,3,7,0.429,0,1,0,0,0,,4,8,12,1,1,2,0,3,6,8.7
Manu Ginobili,39-238,G,3/23/17,SAS,MEM,0,19,1,7,0.143,0,2,0,1,5,0.2,3,3,1,0,2,2,3,2,0,0,4,6,4.6
Deyonta Davis,20-011,F-C,12/13/16,MEM,CLE,0,11,3,3,1,3,3,1,0,0,,0,1,0,1,3,4,0,0,0,0,1,6,5.9
Raymond Felton,32-273,G,3/26/17,LAC,SAC,0,24,2,6,0.333,2,5,0.4,0,1,0,2,2,1,0,0,0,1,1,0,1,1,6,2.9
Lavoy Allen,28-004,F-C,2/8/17,IND,CLE,1,23,3,6,0.5,3,6,0.5,0,0,,0,0,,3,2,5,0,1,0,2,4,6,3.1
Dejounte Murray,20-100,G,12/28/16,SAS,PHO,0,3,2,2,1,2,2,1,0,0,,2,2,1,0,0,0,1,0,0,0,0,6,6.1
Isaiah Whitehead,21-339,G,2/10/17,BRK,MIA,0,16,3,9,0.333,3,7,0.429,0,2,0,0,0,,2,0,2,0,0,0,3,1,6,-1.1
Dario Saric,22-296,F,1/29/17,PHI,CHI,0,16,2,6,0.333,2,3,0.667,0,3,0,2,2,1,1,2,3,1,0,0,1,2,6,2.8
Tony Allen,34-345,G-F,12/21/16,MEM,DET,1,28,3,8,0.375,3,8,0.375,0,0,,0,0,,1,1,2,2,1,0,1,4,6,2.4
Derrick Favors,25-120,F-C,11/12/16,UTA,MIA,1,6,3,3,1,3,3,1,0,0,,0,0,,0,1,1,0,0,0,1,0,6,4.4
Trevor Booker,29-099,F,3/4/17,BRK,POR,0,20,3,6,0.5,3,5,0.6,0,1,0,0,0,,1,5,6,0,1,1,3,2,6,3.1
Troy Daniels,25-201,G,2/1/17,MEM,DEN,0,6,2,3,0.667,0,0,,2,3,0.667,0,0,,0,0,0,0,0,0,1,0,6,3.7
Norman Powell,23-304,G,3/25/17,TOR,DAL,0,14,2,5,0.4,2,3,0.667,0,2,0,2,2,1,0,0,0,1,1,0,3,2,6,1.2
D.J. Augustin,29-078,G,1/27/17,ORL,BOS,0,18,2,6,0.333,2,4,0.5,0,2,0,2,6,0.333,0,1,1,4,0,0,1,2,6,2.3
Nikola Mirotic,25-356,F,2/1/17,CHI,OKC,0,20,2,5,0.4,2,3,0.667,0,2,0,2,2,1,1,3,4,0,0,0,1,0,6,3.9
Bismack Biyombo,24-110,C-F,12/16/16,ORL,BRK,1,25,0,2,0,0,2,0,0,0,,6,8,0.75,3,4,7,2,0,3,0,4,6,9
Diamond Stone,19-278,C,11/14/16,LAC,BRK,0,8,2,6,0.333,2,6,0.333,0,0,,2,2,1,1,1,2,0,0,1,0,3,6,3.1
Jarell Martin,22-320,F,4/9/17,MEM,DET,0,14,3,4,0.75,3,4,0.75,0,0,,0,0,,0,2,2,1,2,1,0,1,6,8
Kris Humphries,32-044,F-C,3/22/17,ATL,WAS,0,12,2,4,0.5,2,4,0.5,0,0,,2,2,1,1,2,3,0,0,0,0,1,6,4.9
Draymond Green,26-324,F,1/22/17,GSW,ORL,1,33,1,7,0.143,1,3,0.333,0,4,0,4,4,1,4,6,10,4,1,0,3,3,6,5.7
Trevor Ariza,31-284,F,4/10/17,HOU,LAC,1,36,3,11,0.273,3,4,0.75,0,7,0,0,0,,0,2,2,2,2,0,2,3,6,0.3
Reggie Jackson,26-326,G,3/8/17,DET,IND,1,23,1,8,0.125,1,4,0.25,0,4,0,4,4,1,0,2,2,5,1,0,2,4,6,2.3
Patrick Beverley,28-180,G,1/8/17,HOU,TOR,1,32,2,6,0.333,2,3,0.667,0,3,0,2,2,1,0,2,2,7,0,1,1,4,6,6.2
Rajon Rondo,31-002,G,2/24/17,CHI,PHO,0,29,3,5,0.6,3,4,0.75,0,1,0,0,0,,1,3,4,9,3,1,1,2,6,13.5
Domantas Sabonis,20-339,F,4/7/17,OKC,PHO,0,9,2,3,0.667,1,1,1,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,1,6,3.9
Derrick Favors,25-161,F-C,12/23/16,UTA,TOR,0,15,2,8,0.25,2,8,0.25,0,0,,2,2,1,2,5,7,0,0,1,1,4,6,2.2
Montrezl Harrell,22-325,F-C,12/16/16,HOU,NOP,0,16,3,4,0.75,3,3,1,0,1,0,0,0,,1,7,8,1,0,0,0,2,6,7.1
Jeff Green,30-159,F,2/3/17,ORL,TOR,0,13,3,9,0.333,3,8,0.375,0,1,0,0,0,,1,0,1,0,0,0,1,1,6,0.2
Derrick Favors,25-267,F-C,4/8/17,UTA,POR,0,14,3,7,0.429,3,6,0.5,0,1,0,0,1,0,3,0,3,0,0,0,0,1,6,3.6
Gerald Green,31-021,G-F,2/16/17,BOS,CHI,0,12,2,5,0.4,0,1,0,2,4,0.5,0,0,,1,2,3,0,0,0,1,0,6,3.6
Beno Udrih,34-266,G,3/28/17,DET,MIA,0,17,2,6,0.333,2,5,0.4,0,1,0,2,2,1,0,3,3,4,1,0,0,2,6,6.5
Thon Maker,19-331,F-C,1/21/17,MIL,MIA,1,18,1,3,0.333,0,1,0,1,2,0.5,3,4,0.75,1,0,1,0,1,0,0,2,6,4.8
T.J. McConnell,24-284,G,1/3/17,PHI,MIN,1,35,3,9,0.333,3,6,0.5,0,3,0,0,0,,0,7,7,8,2,0,2,1,6,8.2
Frank Kaminsky,23-252,F-C,12/12/16,CHO,IND,0,20,1,8,0.125,0,6,0,1,2,0.5,3,4,0.75,0,4,4,0,1,0,1,0,6,1.6
Joakim Noah,31-339,C,1/29/17,NYK,ATL,1,41,2,5,0.4,2,5,0.4,0,0,,2,2,1,7,7,14,5,3,2,1,6,6,14.8
Denzel Valentine,23-145,G,4/10/17,CHI,ORL,0,10,2,2,1,0,0,,2,2,1,0,0,,0,2,2,1,0,0,2,0,6,4.7
