,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
1339,1340,Joel Embiid,22-308,C-F,1/18/17,PHI,TOR,1,27,6,13,0.462,4,8,0.5,2,5,0.4,12,14,0.857,0,9,9,2,1,2,4,5,26,19.0,20-30
1340,1341,Patrick Beverley,28-264,G,4/2/17,HOU,PHO,1,35,11,19,0.579,7,10,0.7,4,9,0.444,0,0,,3,5,8,9,1,0,2,4,26,24.4,20-30
1341,1342,James Harden,27-083,G,11/17/16,HOU,POR,1,32,7,17,0.41200000000000003,4,9,0.444,3,8,0.375,9,11,0.818,1,11,12,14,3,0,4,3,26,27.7,20-30
1342,1343,Kristaps Porzingis,21-131,F-C,12/11/16,NYK,LAL,1,39,8,15,0.5329999999999999,5,11,0.455,3,4,0.75,7,9,0.778,3,10,13,2,1,7,1,3,26,28.1,20-30
1343,1344,Kevin Love,28-057,F,11/3/16,CLE,BOS,1,33,5,15,0.33299999999999996,1,7,0.14300000000000002,4,8,0.5,12,13,0.9229999999999999,2,6,8,0,0,0,1,0,26,19.3,20-30
1344,1345,Jrue Holiday,26-231,G,1/29/17,NOP,WAS,1,39,11,19,0.579,7,12,0.583,4,7,0.5710000000000001,0,0,,2,2,4,11,1,0,2,0,26,25.8,20-30
1345,1346,Evan Fournier,24-052,G-F,12/20/16,ORL,MIA,1,44,11,22,0.5,8,17,0.47100000000000003,3,5,0.6,1,2,0.5,0,5,5,4,0,0,1,4,26,16.3,20-30
1346,1347,Dwyane Wade,34-313,G,11/25/16,CHI,PHI,1,29,11,18,0.611,10,15,0.667,1,3,0.33299999999999996,3,5,0.6,1,4,5,2,3,1,1,2,26,22.2,20-30
1347,1348,Kelly Olynyk,25-269,C-F,1/13/17,BOS,ATL,0,32,9,11,0.818,5,6,0.833,4,5,0.8,4,4,1.0,2,6,8,3,0,0,0,4,26,25.6,20-30
1348,1349,Blake Griffin,27-334,F,2/13/17,LAC,UTA,1,34,11,18,0.611,10,17,0.588,1,1,1.0,3,4,0.75,2,8,10,6,0,2,0,1,26,26.4,20-30
1349,1350,Stephen Curry,28-334,G,2/11/17,GSW,OKC,1,34,9,19,0.474,5,8,0.625,4,11,0.364,4,4,1.0,3,5,8,9,2,0,0,2,26,27.4,20-30
1350,1351,T.J. Warren,23-193,F,3/17/17,PHO,ORL,1,37,8,13,0.615,8,12,0.667,0,1,0.0,10,10,1.0,2,3,5,1,2,2,3,4,26,21.9,20-30
1351,1352,Jimmy Butler,27-079,G-F,12/2/16,CHI,CLE,1,42,8,20,0.4,8,17,0.47100000000000003,0,3,0.0,10,12,0.833,3,5,8,6,3,2,1,1,26,25.2,20-30
1352,1353,Kawhi Leonard,25-168,F,12/14/16,SAS,BOS,1,37,9,17,0.529,8,12,0.667,1,5,0.2,7,7,1.0,1,2,3,6,2,1,4,1,26,21.5,20-30
1353,1354,Wesley Matthews,30-056,G,12/9/16,DAL,IND,1,36,8,16,0.5,3,6,0.5,5,10,0.5,5,8,0.625,0,4,4,3,1,0,1,2,26,19.3,20-30
1354,1355,Klay Thompson,26-289,G,11/23/16,GSW,LAL,1,24,9,14,0.643,5,7,0.7140000000000001,4,7,0.5710000000000001,4,4,1.0,0,2,2,2,0,0,1,4,26,19.2,20-30
1355,1356,Kemba Walker,26-262,G,1/25/17,CHO,GSW,1,38,9,23,0.391,7,16,0.43799999999999994,2,7,0.28600000000000003,6,6,1.0,1,2,3,8,1,1,3,2,26,18.3,20-30
1356,1357,Zach LaVine,21-258,G,11/23/16,MIN,NOP,1,37,9,22,0.409,8,17,0.47100000000000003,1,5,0.2,7,8,0.875,0,1,1,3,1,0,2,2,26,14.4,20-30
1357,1358,LeBron James,32-003,F-G,1/2/17,CLE,NOP,1,39,9,21,0.429,9,17,0.529,0,4,0.0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,20-30
1358,1359,Brook Lopez,28-337,C,3/4/17,BRK,POR,1,32,11,19,0.579,9,14,0.643,2,5,0.4,2,4,0.5,0,5,5,1,1,2,2,3,26,17.7,20-30
1359,1360,Jimmy Butler,27-051,G-F,11/4/16,CHI,NYK,1,37,7,15,0.467,6,11,0.545,1,4,0.25,11,11,1.0,2,3,5,2,1,0,2,0,26,21.0,20-30
1360,1361,Stephen Curry,28-361,G,3/10/17,GSW,MIN,1,35,10,27,0.37,9,19,0.474,1,8,0.125,5,5,1.0,3,3,6,7,1,0,6,4,26,12.4,20-30
1361,1362,Isaiah Thomas,27-313,G,12/16/16,BOS,CHO,1,35,9,20,0.45,7,14,0.5,2,6,0.33299999999999996,6,7,0.857,1,2,3,5,0,0,2,1,26,17.6,20-30
1362,1363,Lou Williams,30-080,G,1/15/17,LAL,DET,0,27,7,14,0.5,2,5,0.4,5,9,0.556,7,8,0.875,0,3,3,4,0,0,1,2,26,20.5,20-30
1363,1364,J.J. Redick,32-147,G,11/18/16,LAC,SAC,1,26,8,12,0.667,2,4,0.5,6,8,0.75,4,4,1.0,1,1,2,2,0,1,3,3,26,19.7,20-30
1364,1365,Joel Embiid,22-248,C-F,11/19/16,PHI,PHO,1,20,9,14,0.643,6,9,0.667,3,5,0.6,5,6,0.833,0,7,7,2,0,2,3,4,26,19.7,20-30
1365,1366,Isaiah Thomas,28-057,G,4/5/17,BOS,CLE,1,33,9,19,0.474,8,11,0.727,1,8,0.125,7,8,0.875,0,4,4,6,0,1,4,1,26,17.6,20-30
1366,1367,Dario Saric,22-307,F,2/9/17,PHI,ORL,0,28,8,15,0.5329999999999999,5,10,0.5,3,5,0.6,7,8,0.875,3,5,8,1,3,0,0,1,26,25.2,20-30
1367,1368,Nikola Vucevic,26-147,C,3/20/17,ORL,PHI,1,37,10,23,0.435,10,22,0.455,0,1,0.0,6,6,1.0,5,8,13,2,2,0,0,2,26,22.4,20-30
1368,1369,Blake Griffin,27-355,F,3/6/17,LAC,BOS,1,36,8,15,0.5329999999999999,7,12,0.583,1,3,0.33299999999999996,9,10,0.9,2,6,8,3,0,0,1,4,26,21.0,20-30
1369,1370,James Johnson,29-356,F,2/10/17,MIA,BRK,0,35,11,17,0.647,11,15,0.733,0,2,0.0,4,4,1.0,1,7,8,2,1,3,3,1,26,22.4,20-30
1370,1371,Kevin Durant,28-126,F-G,2/2/17,GSW,LAC,1,37,8,18,0.444,6,11,0.545,2,7,0.28600000000000003,8,8,1.0,0,8,8,10,1,0,0,3,26,25.8,20-30
1371,1372,Anthony Davis,23-272,F-C,12/8/16,NOP,PHI,1,41,8,21,0.381,8,19,0.42100000000000004,0,2,0.0,10,12,0.833,1,10,11,2,0,2,3,1,26,16.8,20-30
1372,1373,Marc Gasol,31-292,C,11/16/16,MEM,LAC,1,37,10,21,0.47600000000000003,6,16,0.375,4,5,0.8,2,3,0.667,2,4,6,6,1,0,2,2,26,19.9,20-30
1373,1374,DeMarcus Cousins,26-095,C-F,11/16/16,SAC,SAS,1,37,7,16,0.43799999999999994,6,12,0.5,1,4,0.25,11,14,0.7859999999999999,3,14,17,6,1,0,3,4,26,23.3,20-30
1374,1375,Reggie Jackson,26-277,G,1/18/17,DET,ATL,1,32,10,20,0.5,8,16,0.5,2,4,0.5,4,4,1.0,2,3,5,4,0,0,3,2,26,17.3,20-30
1375,1376,LaMarcus Aldridge,31-098,F-C,10/25/16,SAS,GSW,1,35,10,20,0.5,9,19,0.474,1,1,1.0,5,6,0.833,8,6,14,3,1,0,2,1,26,23.7,20-30
1376,1377,Paul George,26-229,F,12/17/16,IND,DET,1,34,11,21,0.524,9,15,0.6,2,6,0.33299999999999996,2,3,0.667,1,6,7,2,2,1,0,2,26,21.1,20-30
1377,1378,Chris Paul,31-199,G,11/21/16,LAC,TOR,1,35,8,14,0.5710000000000001,5,6,0.833,3,8,0.375,7,7,1.0,0,3,3,12,2,0,4,1,26,26.3,20-30
1378,1379,Marc Gasol,31-333,C,12/27/16,MEM,BOS,1,38,9,20,0.45,6,14,0.429,3,6,0.5,5,6,0.833,0,4,4,9,2,3,3,1,26,23.4,20-30
1379,1380,Marcus Morris,27-164,F,2/13/17,DET,MIL,1,40,10,17,0.588,6,9,0.667,4,8,0.5,2,2,1.0,0,5,5,3,0,0,1,2,26,19.9,20-30
1380,1381,Dirk Nowitzki,38-204,F,1/9/17,DAL,MIN,1,31,8,16,0.5,3,6,0.5,5,10,0.5,5,7,0.7140000000000001,0,5,5,4,0,0,0,5,26,19.5,20-30
1381,1382,Brook Lopez,28-248,C,12/5/16,BRK,WAS,1,31,8,15,0.5329999999999999,6,11,0.545,2,4,0.5,7,9,0.778,4,2,6,5,0,2,1,3,25,23.0,20-30
1382,1383,Isaiah Thomas,28-041,G,3/20/17,BOS,WAS,1,35,7,19,0.368,5,9,0.556,2,10,0.2,9,11,0.818,1,3,4,4,1,0,3,3,25,14.9,20-30
1383,1384,Jabari Parker,21-311,F,1/20/17,MIL,ORL,1,38,8,17,0.47100000000000003,5,11,0.455,3,6,0.5,6,7,0.857,2,4,6,6,0,0,4,3,25,17.5,20-30
1384,1385,Tobias Harris,24-174,F,1/5/17,DET,CHO,0,31,10,16,0.625,7,8,0.875,3,8,0.375,2,2,1.0,0,2,2,1,1,0,0,2,25,19.3,20-30
1385,1386,Zach LaVine,21-271,G,12/6/16,MIN,SAS,1,38,9,16,0.563,5,8,0.625,4,8,0.5,3,4,0.75,0,2,2,1,0,0,3,1,25,14.9,20-30
1386,1387,Nicolas Batum,28-059,F-G,2/11/17,CHO,LAC,1,37,7,13,0.5379999999999999,3,6,0.5,4,7,0.5710000000000001,7,8,0.875,1,5,6,8,0,1,2,2,25,24.0,20-30
1387,1388,Nikola Vucevic,26-130,C,3/3/17,ORL,MIA,1,32,11,18,0.611,10,16,0.625,1,2,0.5,2,3,0.667,2,7,9,1,1,3,0,2,25,22.9,20-30
1388,1389,Stephen Curry,29-002,G,3/16/17,GSW,ORL,1,28,8,15,0.5329999999999999,6,8,0.75,2,7,0.28600000000000003,7,7,1.0,0,1,1,9,3,0,2,1,25,24.9,20-30
1389,1390,Kawhi Leonard,25-179,F,12/25/16,SAS,CHI,1,38,7,14,0.5,4,9,0.444,3,5,0.6,8,8,1.0,4,6,10,5,3,1,2,1,25,27.4,20-30
1390,1391,Kyrie Irving,24-247,G,11/25/16,CLE,DAL,1,28,10,13,0.769,6,8,0.75,4,5,0.8,1,1,1.0,0,1,1,1,0,1,2,0,25,19.6,20-30
1391,1392,John Wall,26-099,G,12/14/16,WAS,CHO,1,36,9,19,0.474,9,17,0.529,0,2,0.0,7,8,0.875,2,4,6,10,6,0,8,2,25,21.7,20-30
1392,1393,LaMarcus Aldridge,31-196,F-C,1/31/17,SAS,OKC,1,28,8,15,0.5329999999999999,7,13,0.5379999999999999,1,2,0.5,8,9,0.889,1,5,6,0,0,3,3,4,25,17.0,20-30
1393,1394,Lou Williams,30-024,G,11/20/16,LAL,CHI,0,30,8,14,0.5710000000000001,3,8,0.375,5,6,0.833,4,6,0.667,1,0,1,3,2,0,2,2,25,19.6,20-30
1394,1395,Marc Gasol,31-307,C,12/1/16,MEM,ORL,1,32,8,14,0.5710000000000001,6,11,0.545,2,3,0.667,7,7,1.0,0,2,2,3,1,5,3,3,25,21.4,20-30
1395,1396,Kentavious Caldwell-Pope,23-286,G,11/30/16,DET,BOS,1,35,10,17,0.588,8,13,0.615,2,4,0.5,3,4,0.75,2,3,5,4,1,1,1,2,25,21.7,20-30
1396,1397,Tim Hardaway,24-334,G,2/13/17,ATL,POR,1,43,8,19,0.42100000000000004,4,10,0.4,4,9,0.444,5,5,1.0,0,7,7,4,1,0,1,1,25,19.4,20-30
1397,1398,Rodney Hood,24-055,G-F,12/14/16,UTA,OKC,1,31,9,14,0.643,4,5,0.8,5,9,0.556,2,2,1.0,0,1,1,1,0,0,1,3,25,17.6,20-30
1398,1399,LeBron James,32-046,F-G,2/14/17,CLE,MIN,1,40,10,14,0.7140000000000001,8,11,0.727,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,20-30
1399,1400,Harrison Barnes,24-214,F,12/30/16,DAL,GSW,1,28,11,18,0.611,8,11,0.727,3,7,0.429,0,0,,0,3,3,1,2,1,1,0,25,20.1,20-30
1400,1401,Gordon Hayward,26-242,F-G,11/20/16,UTA,DEN,1,33,9,21,0.429,7,16,0.43799999999999994,2,5,0.4,5,6,0.833,1,6,7,2,0,0,3,3,25,13.2,20-30
1401,1402,J.J. Redick,32-285,G,4/5/17,LAC,DAL,1,39,6,14,0.429,1,6,0.16699999999999998,5,8,0.625,8,8,1.0,0,2,2,1,3,0,1,1,25,20.5,20-30
1402,1403,Kawhi Leonard,25-277,F,4/2/17,SAS,UTA,1,36,8,15,0.5329999999999999,5,12,0.41700000000000004,3,3,1.0,6,7,0.857,2,2,4,7,0,2,3,1,25,22.2,20-30
1403,1404,Dennis Schroder,23-127,G,1/20/17,ATL,CHI,1,27,11,14,0.7859999999999999,9,11,0.818,2,3,0.667,1,1,1.0,1,2,3,6,1,0,5,1,25,20.7,20-30
1404,1405,Tobias Harris,24-109,F,11/1/16,DET,NYK,1,36,8,12,0.667,6,9,0.667,2,3,0.667,7,8,0.875,1,9,10,3,0,1,3,2,25,21.8,20-30
1405,1406,Kyle Lowry,30-258,G,12/8/16,TOR,MIN,1,38,8,14,0.5710000000000001,3,7,0.429,5,7,0.7140000000000001,4,6,0.667,1,1,2,11,1,0,2,1,25,24.9,20-30
1406,1407,Giannis Antetokounmpo,22-014,F-G,12/20/16,MIL,CLE,1,44,5,13,0.385,3,10,0.3,2,3,0.667,13,15,0.867,2,11,13,2,2,3,2,6,25,22.9,20-30
1407,1408,Bradley Beal,23-151,G,11/26/16,WAS,SAS,1,38,11,23,0.478,8,14,0.5710000000000001,3,9,0.33299999999999996,0,0,,2,4,6,5,2,0,0,0,25,21.4,20-30
1408,1409,Andrew Wiggins,22-024,F-G,3/19/17,MIN,NOP,1,37,10,20,0.5,10,17,0.588,0,3,0.0,5,7,0.7140000000000001,1,1,2,2,2,1,4,3,25,14.1,20-30
1409,1410,Bradley Beal,23-171,G,12/16/16,WAS,DET,1,34,10,16,0.625,8,8,1.0,2,8,0.25,3,3,1.0,0,2,2,4,0,0,0,1,25,20.8,20-30
1410,1411,Isaiah Thomas,27-295,G,11/28/16,BOS,MIA,1,35,7,23,0.304,5,13,0.385,2,10,0.2,9,9,1.0,0,4,4,8,1,0,1,3,25,17.3,20-30
1411,1412,Ryan Anderson,28-270,F,1/31/17,HOU,SAC,1,27,7,14,0.5,1,2,0.5,6,12,0.5,5,8,0.625,3,8,11,3,1,0,1,3,25,22.2,20-30
1412,1413,Otto Porter,23-248,F,2/6/17,WAS,CLE,1,45,8,11,0.727,3,4,0.75,5,7,0.7140000000000001,4,5,0.8,0,6,6,2,2,1,2,3,25,22.8,20-30
1413,1414,Brook Lopez,28-347,C,3/14/17,BRK,OKC,1,29,9,15,0.6,6,9,0.667,3,6,0.5,4,4,1.0,0,5,5,0,1,0,2,2,25,17.8,20-30
1414,1415,Kristaps Porzingis,21-237,F-C,3/27/17,NYK,DET,1,37,10,16,0.625,9,12,0.75,1,4,0.25,4,4,1.0,0,8,8,3,2,3,1,5,25,23.4,20-30
1415,1416,Eric Bledsoe,27-068,G,2/15/17,PHO,LAL,1,36,7,14,0.5,4,8,0.5,3,6,0.5,8,9,0.889,2,8,10,13,2,0,3,1,25,29.1,20-30
1416,1417,Stephen Curry,28-281,G,12/20/16,GSW,UTA,1,30,8,18,0.444,4,9,0.444,4,9,0.444,5,5,1.0,0,3,3,4,3,0,0,0,25,22.3,20-30
1417,1418,Deron Williams,32-122,G,10/26/16,DAL,IND,1,40,10,18,0.556,5,10,0.5,5,8,0.625,0,0,,1,2,3,7,0,1,6,4,25,15.7,20-30
1418,1419,Kevin Durant,28-060,F-G,11/28/16,GSW,ATL,1,36,8,16,0.5,7,13,0.5379999999999999,1,3,0.33299999999999996,8,8,1.0,0,14,14,3,1,2,4,1,25,21.3,20-30
1419,1420,DeMarcus Cousins,26-158,C-F,1/18/17,SAC,IND,1,38,7,19,0.368,6,17,0.353,1,2,0.5,10,14,0.7140000000000001,1,11,12,10,1,3,9,3,25,16.8,20-30
1420,1421,Joel Embiid,22-293,C-F,1/3/17,PHI,MIN,1,30,8,20,0.4,7,17,0.41200000000000003,1,3,0.33299999999999996,8,11,0.727,5,3,8,3,1,2,3,3,25,17.7,20-30
1421,1422,Jordan Clarkson,24-141,G,10/26/16,LAL,HOU,0,25,8,12,0.667,6,9,0.667,2,3,0.667,7,7,1.0,1,2,3,1,3,0,4,3,25,19.6,20-30
1422,1423,Robert Covington,26-072,F,2/24/17,PHI,WAS,1,39,9,14,0.643,4,5,0.8,5,9,0.556,2,2,1.0,2,9,11,3,4,0,2,3,25,25.8,20-30
1423,1424,Tobias Harris,24-223,F,2/23/17,DET,CHO,0,37,9,17,0.529,5,9,0.556,4,8,0.5,3,3,1.0,2,5,7,4,0,1,1,1,25,21.7,20-30
1424,1425,Skal Labissiere,21-022,F,4/9/17,SAC,HOU,1,31,10,12,0.833,10,12,0.833,0,0,,5,6,0.833,2,4,6,3,2,1,0,3,25,26.4,20-30
1425,1426,Rajon Rondo,31-038,G,4/1/17,CHI,ATL,1,36,11,18,0.611,8,12,0.667,3,6,0.5,0,0,,2,9,11,6,3,0,7,3,25,19.9,20-30
1426,1427,Brook Lopez,28-302,C,1/28/17,BRK,MIN,1,30,10,15,0.667,7,9,0.778,3,6,0.5,2,3,0.667,1,6,7,0,1,2,2,4,25,19.4,20-30
1427,1428,Nikola Vucevic,26-097,C,1/29/17,ORL,TOR,1,33,9,17,0.529,6,13,0.462,3,4,0.75,4,4,1.0,2,8,10,5,1,4,2,4,25,24.2,20-30
1428,1429,Kevin Durant,28-105,F-G,1/12/17,GSW,DET,1,31,10,15,0.667,7,10,0.7,3,5,0.6,2,2,1.0,0,6,6,9,1,0,3,0,25,24.6,20-30
1429,1430,Austin Rivers,24-135,G,12/14/16,LAC,ORL,1,38,9,12,0.75,2,2,1.0,7,10,0.7,0,1,0.0,0,4,4,2,1,0,1,2,25,21.6,20-30
1430,1431,Wesley Matthews,30-059,G,12/12/16,DAL,DEN,1,32,10,14,0.7140000000000001,5,7,0.7140000000000001,5,7,0.7140000000000001,0,0,,0,4,4,0,2,0,0,1,25,22.0,20-30
1431,1432,Robin Lopez,28-350,C,3/17/17,CHI,WAS,1,33,12,16,0.75,12,15,0.8,0,1,0.0,1,1,1.0,7,5,12,2,0,0,2,2,25,23.6,20-30
1432,1433,Joel Embiid,22-261,C-F,12/2/16,PHI,ORL,1,27,10,21,0.47600000000000003,7,16,0.43799999999999994,3,5,0.6,2,2,1.0,4,6,10,4,0,0,0,3,25,20.5,20-30
1433,1434,Giannis Antetokounmpo,22-121,F-G,4/6/17,MIL,IND,1,35,7,14,0.5,7,13,0.5379999999999999,0,1,0.0,11,13,0.846,2,5,7,6,0,1,3,2,25,21.2,20-30
1434,1435,Julius Randle,22-028,F,12/27/16,LAL,UTA,1,31,9,12,0.75,8,11,0.727,1,1,1.0,6,8,0.75,6,6,12,3,1,0,2,2,25,25.7,20-30
1435,1436,Jonas Valanciunas,24-306,C,3/8/17,TOR,NOP,1,34,9,13,0.6920000000000001,9,13,0.6920000000000001,0,0,,7,11,0.636,3,9,12,2,0,1,2,4,25,21.2,20-30
1436,1437,Jamal Crawford,36-349,G,3/4/17,LAC,CHI,0,26,10,17,0.588,8,12,0.667,2,5,0.4,3,3,1.0,1,1,2,2,2,0,2,2,25,18.7,20-30
1437,1438,Kawhi Leonard,25-242,F,2/26/17,SAS,LAL,1,26,9,18,0.5,7,11,0.636,2,7,0.28600000000000003,5,6,0.833,1,2,3,1,0,0,2,0,25,15.6,20-30
1438,1439,Klay Thompson,27-048,G,3/28/17,GSW,HOU,1,37,10,20,0.5,5,8,0.625,5,12,0.41700000000000004,0,0,,0,5,5,1,2,2,2,3,25,17.4,20-30
1439,1440,Kemba Walker,26-247,G,1/10/17,CHO,HOU,1,36,9,21,0.429,4,9,0.444,5,12,0.41700000000000004,2,3,0.667,1,5,6,10,1,1,5,1,25,19.0,20-30
1440,1441,C.J. McCollum,25-162,G,2/28/17,POR,DET,1,44,10,17,0.588,6,10,0.6,4,7,0.5710000000000001,1,1,1.0,0,4,4,2,1,1,6,4,25,13.8,20-30
1441,1442,Klay Thompson,26-287,G,11/21/16,GSW,IND,1,26,10,18,0.556,6,8,0.75,4,10,0.4,1,2,0.5,0,1,1,0,2,0,2,3,25,15.1,20-30
1442,1443,LeBron James,32-030,F-G,1/29/17,CLE,OKC,1,37,9,18,0.5,9,16,0.563,0,2,0.0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,20-30
1443,1444,Kemba Walker,26-213,G,12/7/16,CHO,DET,1,34,9,22,0.409,7,17,0.41200000000000003,2,5,0.4,5,6,0.833,0,3,3,4,2,0,2,1,25,16.1,20-30
1444,1445,Andrew Wiggins,21-276,F-G,11/25/16,MIN,PHO,1,41,7,18,0.389,6,15,0.4,1,3,0.33299999999999996,10,11,0.909,0,5,5,1,0,0,2,3,25,13.8,20-30
1445,1446,Rodney Hood,24-030,G-F,11/19/16,UTA,HOU,1,34,8,13,0.615,3,5,0.6,5,8,0.625,4,4,1.0,0,4,4,3,0,0,1,2,25,20.6,20-30
1446,1447,Evan Fournier,24-139,G-F,3/17/17,ORL,PHO,1,35,8,19,0.42100000000000004,5,10,0.5,3,9,0.33299999999999996,6,7,0.857,0,3,3,2,1,0,1,3,25,15.6,20-30
1447,1448,Kenneth Faried,27-028,F,12/17/16,DEN,NYK,0,29,10,11,0.909,10,11,0.909,0,0,,5,10,0.5,5,2,7,2,0,3,2,4,25,23.3,20-30
1448,1449,Joel Embiid,22-285,C-F,12/26/16,PHI,SAC,1,29,8,17,0.47100000000000003,7,13,0.5379999999999999,1,4,0.25,8,9,0.889,4,4,8,1,2,2,8,5,25,14.0,20-30
1449,1450,C.J. McCollum,25-036,G,10/25/16,POR,UTA,1,35,8,16,0.5,6,14,0.429,2,2,1.0,7,7,1.0,1,1,2,3,1,0,3,3,25,16.9,20-30
1450,1451,Allen Crabbe,24-362,G-F,4/6/17,POR,MIN,0,32,8,12,0.667,0,2,0.0,8,10,0.8,1,1,1.0,0,5,5,3,1,0,1,4,25,21.8,20-30
1451,1452,Jimmy Butler,27-197,G-F,3/30/17,CHI,CLE,1,38,10,17,0.588,8,15,0.5329999999999999,2,2,1.0,3,6,0.5,2,4,6,5,2,0,1,0,25,23.0,20-30
1452,1453,Dwyane Wade,34-297,G,11/9/16,CHI,ATL,1,34,10,17,0.588,8,12,0.667,2,5,0.4,3,4,0.75,2,1,3,3,5,0,3,1,25,22.1,20-30
1453,1454,Ersan Ilyasova,29-263,F,2/2/17,PHI,SAS,1,39,8,17,0.47100000000000003,6,11,0.545,2,6,0.33299999999999996,7,8,0.875,2,7,9,2,4,1,3,5,25,20.5,20-30
1454,1455,Jabari Parker,21-297,F,1/6/17,MIL,NYK,1,38,10,18,0.556,6,12,0.5,4,6,0.667,1,4,0.25,1,3,4,5,0,0,2,3,25,17.1,20-30
1455,1456,J.J. Redick,32-198,G,1/8/17,LAC,MIA,1,33,9,19,0.474,5,11,0.455,4,8,0.5,3,4,0.75,1,6,7,2,0,0,1,3,25,16.6,20-30
1456,1457,Dario Saric,22-340,F,3/14/17,PHI,GSW,1,37,11,20,0.55,9,14,0.643,2,6,0.33299999999999996,1,2,0.5,1,8,9,6,2,2,6,2,25,18.9,20-30
1457,1458,LeBron James,32-040,F-G,2/8/17,CLE,IND,1,38,9,16,0.563,8,14,0.5710000000000001,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22.0,20-30
1458,1459,Brook Lopez,28-210,C,10/28/16,BRK,IND,1,26,10,18,0.556,10,14,0.7140000000000001,0,4,0.0,5,6,0.833,3,2,5,1,1,0,5,1,25,15.0,20-30
1459,1460,Kent Bazemore,27-130,G-F,11/8/16,ATL,CLE,1,33,8,13,0.615,4,7,0.5710000000000001,4,6,0.667,5,7,0.7140000000000001,1,5,6,3,0,0,1,2,25,20.8,20-30
1460,1461,Kentavious Caldwell-Pope,24-038,G,3/28/17,DET,MIA,1,37,9,22,0.409,7,12,0.583,2,10,0.2,5,6,0.833,2,3,5,0,0,0,0,3,25,13.9,20-30
1461,1462,Derrick Rose,28-068,G,12/11/16,NYK,LAL,1,34,12,16,0.75,12,15,0.8,0,1,0.0,1,2,0.5,0,3,3,2,0,1,2,1,25,18.8,20-30
1462,1463,Kyrie Irving,24-240,G,11/18/16,CLE,DET,1,29,11,15,0.733,8,11,0.727,3,4,0.75,0,0,,0,2,2,11,1,0,0,1,25,27.8,20-30
1463,1464,Gary Harris,22-163,G,2/24/17,DEN,BRK,1,27,9,15,0.6,5,9,0.556,4,6,0.667,3,3,1.0,0,2,2,1,1,0,0,1,25,20.0,20-30
1464,1465,Carmelo Anthony,32-159,F,11/4/16,NYK,CHI,1,36,9,22,0.409,7,16,0.43799999999999994,2,6,0.33299999999999996,5,5,1.0,3,4,7,4,0,1,1,4,25,17.4,20-30
1465,1466,Courtney Lee,31-143,G,2/23/17,NYK,CLE,1,36,10,15,0.667,7,10,0.7,3,5,0.6,2,2,1.0,1,5,6,5,1,0,1,1,25,23.8,20-30
1466,1467,Karl-Anthony Towns,21-129,C-F,3/24/17,MIN,LAL,1,43,11,19,0.579,11,17,0.647,0,2,0.0,3,3,1.0,4,10,14,4,1,2,1,1,25,25.7,20-30
1467,1468,Andrew Wiggins,21-292,F-G,12/11/16,MIN,GSW,1,41,8,14,0.5710000000000001,6,11,0.545,2,3,0.667,7,10,0.7,0,5,5,2,0,0,4,2,25,15.3,20-30
1468,1469,Wilson Chandler,29-201,F,11/27/16,DEN,PHO,1,39,8,17,0.47100000000000003,5,11,0.455,3,6,0.5,6,6,1.0,2,6,8,2,3,0,1,0,25,22.9,20-30
1469,1470,Anthony Davis,23-330,F-C,2/4/17,NOP,WAS,1,39,11,17,0.647,11,17,0.647,0,0,,3,4,0.75,2,8,10,2,1,2,1,1,25,23.3,20-30
1470,1471,George Hill,30-276,G,2/4/17,UTA,CHO,1,32,8,11,0.727,3,3,1.0,5,8,0.625,4,4,1.0,0,1,1,1,0,1,0,4,25,20.6,20-30
1471,1472,Kevin Love,28-081,F,11/27/16,CLE,PHI,1,28,6,13,0.462,2,5,0.4,4,8,0.5,9,9,1.0,3,8,11,1,0,0,1,0,25,22.5,20-30
1472,1473,Jae Crowder,26-263,F,3/26/17,BOS,MIA,1,36,8,13,0.615,5,8,0.625,3,5,0.6,6,7,0.857,2,4,6,1,2,2,3,4,25,20.8,20-30
1473,1474,Jeff Teague,28-262,G,2/27/17,IND,HOU,1,36,5,13,0.385,2,6,0.33299999999999996,3,7,0.429,12,12,1.0,1,6,7,6,0,0,3,3,25,20.4,20-30
1474,1475,Tim Hardaway,25-008,G,3/24/17,ATL,MIL,1,40,8,17,0.47100000000000003,5,10,0.5,3,7,0.429,6,6,1.0,1,1,2,4,0,1,2,3,25,17.6,20-30
1475,1476,Karl-Anthony Towns,21-002,C-F,11/17/16,MIN,PHI,1,38,12,18,0.667,11,16,0.688,1,2,0.5,0,0,,3,7,10,0,0,2,1,2,25,21.0,20-30
1476,1477,Bradley Beal,23-282,G,4/6/17,WAS,NYK,1,36,7,16,0.43799999999999994,3,7,0.429,4,9,0.444,7,7,1.0,0,3,3,1,2,1,2,1,25,18.5,20-30
