GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1,37,10,23,7,13,3,10,5,6,0,3,3,8,0,2,3,4,28,18.8
1,35,11,19,8,14,3,5,3,7,1,4,5,3,2,0,0,2,28,22.7
1,39,9,16,9,13,0,3,10,11,1,1,2,7,0,1,1,1,28,25.2
1,36,7,18,4,7,3,11,11,12,0,2,2,8,2,0,3,1,28,22.6
1,48,10,27,9,23,1,4,7,7,0,16,16,1,1,4,1,1,28,21
1,36,7,14,7,10,0,4,14,16,2,12,14,7,2,1,7,3,28,24.6
1,39,10,20,5,10,5,10,3,4,0,1,1,5,2,1,4,0,28,20.1
1,32,11,23,11,20,0,3,6,6,5,4,9,2,0,2,3,2,28,20
1,33,11,20,11,20,0,0,6,8,2,4,6,2,1,2,2,3,28,20.8
1,31,12,21,9,15,3,6,1,1,1,3,4,3,0,0,2,2,28,19
1,36,9,21,4,8,5,13,5,5,1,3,4,9,0,0,5,1,28,19.4
0,25,8,12,5,6,3,6,9,9,0,2,2,3,2,0,0,2,28,26.7
1,40,10,21,7,15,3,6,5,8,5,8,13,10,1,1,4,3,28,25.5
1,37,10,17,8,14,2,3,6,9,7,15,22,1,1,4,3,3,28,28.6
1,30,10,21,8,11,2,10,5,5,1,3,4,3,1,0,4,4,27,15.4
1,36,9,19,6,12,3,7,6,7,0,4,4,11,0,1,1,2,27,24.7
1,43,11,20,7,11,4,9,1,1,3,5,8,4,2,1,1,1,27,25.1
1,35,7,17,7,16,0,1,13,18,2,6,8,1,3,3,2,2,27,22.1
1,29,10,14,3,6,7,8,0,0,0,4,4,2,0,1,2,3,27,21.3
1,37,11,18,10,15,1,3,4,5,0,10,10,4,2,2,0,2,27,26.8
1,36,8,24,4,13,4,11,7,7,2,1,3,2,1,0,3,3,27,13.3
1,34,9,16,8,15,1,1,8,8,3,9,12,5,0,0,4,2,27,22.9
0,30,8,14,5,7,3,7,8,9,0,4,4,1,1,0,2,0,27,20.9
1,34,10,19,8,14,2,5,5,6,2,4,6,4,2,1,1,2,27,23.6
1,37,10,21,7,15,3,6,4,5,0,6,6,7,0,1,0,1,27,22.9
0,35,10,24,4,13,6,11,1,3,5,10,15,0,1,0,2,3,27,17.7
0,28,8,17,5,10,3,7,8,8,0,2,2,1,0,0,1,1,27,18.2
1,40,9,22,8,14,1,8,8,10,0,5,5,5,1,0,2,5,27,16.4
1,36,7,22,3,13,4,9,9,12,1,11,12,10,1,1,8,3,27,16.7
1,39,7,16,6,10,1,6,12,13,3,6,9,4,1,1,5,0,27,21.6
1,35,11,19,10,14,1,5,4,5,4,10,14,5,5,4,1,4,27,32.2
1,32,13,20,12,18,1,2,0,0,4,7,11,1,1,1,3,4,27,20.9
1,41,10,21,9,18,1,3,6,8,2,1,3,5,2,1,3,1,27,20
1,43,9,17,3,7,6,10,3,4,3,7,10,2,1,0,1,3,27,22.7
1,35,9,19,6,13,3,6,6,7,1,1,2,4,1,0,6,3,27,14.5
0,27,9,12,1,2,8,10,1,1,1,1,2,1,0,0,1,2,27,22.1
1,45,10,20,8,15,2,5,5,6,3,1,4,4,3,3,5,4,27,20.3
1,40,9,21,9,19,0,2,9,10,1,2,3,2,3,0,2,3,27,18
1,36,8,13,5,7,3,6,8,8,0,4,4,3,1,0,2,2,27,22.6
1,34,12,22,11,20,1,2,2,3,1,8,9,4,0,0,2,4,27,18.3
1,41,8,11,8,11,0,0,11,17,10,15,25,1,1,2,3,3,27,30.5
1,29,11,20,7,15,4,5,1,1,0,1,1,2,0,1,1,1,27,18.4
1,33,10,20,7,13,3,7,4,4,0,0,0,4,0,0,2,0,27,17.8
0,35,8,16,4,11,4,5,7,8,0,2,2,5,1,1,0,1,27,24
1,40,10,21,8,15,2,6,5,6,2,7,9,2,1,0,4,4,27,16.2
1,28,8,14,1,5,7,9,4,4,1,9,10,4,3,0,1,1,27,28.2
1,30,8,13,4,8,4,5,7,9,0,5,5,5,1,0,2,4,27,22.7
1,33,9,18,4,7,5,11,4,4,1,6,7,12,6,0,3,0,27,31.9
1,33,11,16,10,15,1,1,4,4,0,5,5,12,2,0,6,1,27,25.7
0,25,9,12,3,5,6,7,3,3,0,2,2,0,0,0,2,2,27,20
1,38,9,18,8,16,1,2,8,10,6,7,13,4,0,2,5,2,27,21.9
0,24,10,14,4,6,6,8,1,1,1,2,3,1,0,0,0,1,27,22.8
1,38,8,21,3,12,5,9,6,6,1,3,4,4,2,1,1,0,27,21.6
1,33,11,16,10,14,1,2,4,5,1,7,8,6,1,2,1,1,27,27.8
1,35,10,22,9,19,1,3,6,8,2,2,4,1,4,0,0,1,27,21.1
1,39,9,22,8,20,1,2,8,9,1,8,9,6,3,1,2,2,27,23
1,42,8,18,5,11,3,7,8,9,0,6,6,7,0,0,3,4,27,19.3
0,31,10,13,5,6,5,7,2,2,0,0,0,4,1,0,2,0,27,23.7
0,29,10,19,6,10,4,9,3,3,0,3,3,6,0,0,1,3,27,20.6
1,27,10,19,6,12,4,7,3,4,4,2,6,2,2,0,1,5,27,21.1
1,32,8,15,4,6,4,9,7,7,0,3,3,4,1,0,2,2,27,21.6
1,37,7,20,6,19,1,1,12,13,1,7,8,5,0,0,2,2,27,18.9
1,39,8,18,5,13,3,5,8,8,2,0,2,4,1,0,2,1,27,20.4
1,36,8,12,3,5,5,7,6,6,0,4,4,0,1,0,0,3,27,22.8
1,30,10,19,5,11,5,8,2,2,0,5,5,4,5,0,1,3,27,24.8
1,35,9,16,4,7,5,9,4,5,1,6,7,0,1,0,0,2,27,21.7
1,43,7,17,7,12,0,5,13,18,2,11,13,4,0,3,4,1,27,21.1
1,36,12,26,9,20,3,6,0,0,0,2,2,3,3,3,4,5,27,15.4
1,35,10,15,10,15,0,0,7,10,1,14,15,1,1,4,1,2,27,26.9
1,35,10,25,7,17,3,8,4,6,2,2,4,6,1,0,1,0,27,18.9
1,25,9,15,5,7,4,8,5,5,2,6,8,4,1,0,2,2,27,24.3
1,24,9,15,6,10,3,5,6,9,3,3,6,0,0,2,0,4,27,21.7
1,35,8,13,3,3,5,10,6,8,1,9,10,12,4,1,4,3,27,31.6
1,39,10,20,7,13,3,7,4,4,1,2,3,0,1,0,5,2,27,13.5
1,30,12,24,11,20,1,4,2,2,2,3,5,6,0,0,4,3,27,16.3
1,31,8,13,6,10,2,3,9,10,0,2,2,0,0,0,1,1,27,19.9
1,39,12,27,10,19,2,8,1,1,0,6,6,9,1,0,8,4,27,12.4
0,25,9,16,2,5,7,11,2,2,1,1,2,2,0,0,1,1,27,20.4
1,31,7,25,5,20,2,5,11,13,1,5,6,5,1,0,5,4,27,11.6
1,35,10,24,5,13,5,11,2,2,1,3,4,5,1,1,3,4,27,16.4
1,38,11,21,8,11,3,10,2,3,2,4,6,7,2,0,1,4,27,23.2
1,35,9,21,4,11,5,10,4,4,1,4,5,5,3,0,4,2,27,19.5
1,39,10,19,9,16,1,3,6,6,0,4,4,8,3,1,4,0,27,24.2
1,38,8,15,8,13,0,2,11,12,0,2,2,17,1,0,1,5,27,29.8
1,35,6,21,4,15,2,6,13,15,1,5,6,2,1,1,0,0,27,19.2
0,34,8,13,3,4,5,9,6,6,2,4,6,2,1,0,0,1,27,25.7
1,33,10,15,6,8,4,7,3,5,2,3,5,1,0,0,0,5,27,20.7
1,40,9,22,4,10,5,12,4,5,2,4,6,11,2,0,3,3,27,22.9
1,34,10,22,10,20,0,2,7,7,4,11,15,1,1,2,2,3,27,21.6
1,40,8,17,5,11,3,6,8,9,0,6,6,3,0,0,2,3,27,18.6
1,24,8,19,7,16,1,3,10,12,0,4,4,6,1,0,2,2,27,19.7
0,33,9,14,3,5,6,9,3,3,0,1,1,2,1,0,3,0,27,20.5
1,37,11,18,8,11,3,7,2,2,0,5,5,3,1,1,2,4,27,20.5
1,36,11,20,8,12,3,8,2,2,1,1,2,5,2,1,1,0,27,23.6
1,41,10,21,8,17,2,4,5,8,0,3,3,2,2,0,4,4,27,13.8
1,33,10,12,10,12,0,0,7,9,3,5,8,2,1,1,0,2,27,27.7
1,40,11,22,10,16,1,6,4,6,1,4,5,3,0,1,3,1,27,16.5
1,33,9,20,6,16,3,4,6,9,0,1,1,3,2,2,3,1,27,17.8
1,31,10,18,8,13,2,5,5,5,0,4,4,4,1,0,1,3,27,21.2
1,42,9,22,4,12,5,10,4,5,1,5,6,1,1,0,1,3,27,16.5
1,43,9,19,7,13,2,6,7,7,0,4,4,6,0,0,2,1,27,20.3
1,39,11,16,8,10,3,6,2,3,0,6,6,2,1,0,4,1,27,19.6
1,36,9,18,5,13,4,5,5,7,0,3,3,4,0,0,3,2,27,17.1
1,34,10,13,10,13,0,0,7,10,7,8,15,1,0,0,1,3,27,26.5
1,42,9,16,7,11,2,5,7,7,0,5,5,10,2,0,2,2,27,27.1
1,39,10,18,9,14,1,4,6,7,1,12,13,4,1,3,3,2,27,24.4
1,35,11,17,9,14,2,3,3,5,2,1,3,2,1,0,2,2,27,20
1,38,11,20,10,18,1,2,4,5,0,7,7,7,3,1,4,2,27,22.9
1,45,13,22,12,19,1,3,0,0,0,5,5,13,0,0,8,2,27,18.6
1,40,10,20,6,13,4,7,3,3,1,1,2,7,1,0,7,0,27,16.9
1,36,9,19,7,15,2,4,7,7,0,6,6,5,1,0,3,2,27,19.8
1,33,10,17,8,12,2,5,5,5,0,2,2,4,1,0,3,1,27,20.1
0,32,10,16,3,4,7,12,0,0,0,5,5,2,1,1,2,2,27,21.6
1,38,11,19,9,15,2,4,3,6,6,12,18,3,0,2,1,3,27,26
1,37,10,19,9,16,1,3,6,7,0,2,2,3,0,2,3,2,27,17.6
0,28,12,18,12,18,0,0,3,4,2,10,12,2,0,0,0,2,27,23.8
1,33,9,19,6,11,3,8,6,7,0,5,5,5,1,0,1,2,27,21.1
1,40,12,20,10,12,2,8,1,1,3,7,10,3,1,0,1,1,27,23.7
1,37,6,14,4,7,2,7,13,14,0,3,3,9,1,0,7,3,27,19.2
1,37,8,15,4,8,4,7,7,8,0,6,6,3,0,0,2,5,27,19.2
1,41,10,17,6,12,4,5,3,3,0,2,2,6,0,1,3,1,27,21.2
1,36,12,23,11,15,1,8,2,2,0,6,6,3,1,0,2,2,27,17.8
1,33,8,17,7,13,1,4,10,11,3,5,8,4,0,1,2,2,27,22.2
1,38,6,16,5,13,1,3,14,19,0,2,2,5,1,0,4,5,27,15.3
1,38,9,18,6,14,3,4,6,9,0,10,10,5,2,2,6,1,27,20.3
1,39,7,22,6,16,1,6,12,12,0,5,5,9,1,0,8,4,27,13.6
1,36,9,23,7,20,2,3,7,7,5,12,17,14,2,0,7,3,27,25.2
1,35,9,18,4,8,5,10,4,4,0,3,3,2,2,0,3,0,27,19.3
1,43,12,17,11,16,1,1,2,2,3,10,13,2,0,3,2,0,27,26.5
1,40,10,15,9,12,1,3,6,6,0,5,5,3,1,1,2,2,27,23
1,37,10,21,8,18,2,3,5,7,2,2,4,6,0,0,2,4,27,18.1
1,36,8,25,8,18,0,7,11,12,1,9,10,10,3,0,8,3,27,16.5
1,43,10,18,8,16,2,2,5,5,4,12,16,0,0,1,5,4,27,18.9
1,26,10,16,3,7,7,9,0,0,0,3,3,2,1,0,0,0,27,23.1
1,34,8,19,7,16,1,3,10,11,4,5,9,5,1,2,4,2,27,21.9
1,34,7,17,4,10,3,7,10,10,1,5,6,14,1,0,6,4,27,23.3
1,38,7,20,5,12,2,8,11,13,1,4,5,5,1,0,7,2,27,13.6
1,37,9,16,3,8,6,8,3,6,0,2,2,6,0,0,3,5,27,18
1,28,8,15,7,12,1,3,10,11,0,7,7,1,0,2,3,3,27,19.3
1,30,8,15,1,2,7,13,4,4,1,3,4,6,0,0,3,2,27,21.7
1,38,13,17,12,16,1,1,0,0,3,12,15,9,0,0,3,1,27,28.9
1,39,11,24,8,17,3,7,2,4,2,2,4,4,3,0,2,3,27,18.4
1,33,10,20,8,15,2,5,5,7,1,2,3,0,2,0,2,1,27,17.1
1,40,9,22,8,14,1,8,8,10,0,5,5,5,1,0,2,5,27,16.4
1,37,11,23,9,19,2,4,3,3,1,3,4,0,2,0,1,2,27,17.1
1,40,11,21,10,18,1,3,4,6,0,0,0,5,2,0,2,2,27,18.6
1,36,10,13,10,12,0,1,7,11,4,9,13,5,1,2,1,5,27,28.7
1,40,8,18,3,5,5,13,6,7,1,5,6,4,2,0,3,4,27,19.6
1,32,11,20,6,10,5,10,0,0,0,4,4,2,1,3,1,3,27,20.9
1,37,8,19,5,11,3,8,8,9,0,1,1,7,0,0,1,0,27,20.7
1,37,9,15,7,10,2,5,7,8,1,2,3,13,1,0,1,2,27,29.3
1,41,10,21,5,11,5,10,2,2,0,4,4,6,0,0,4,1,27,17.3
1,33,6,16,5,8,1,8,14,15,1,3,4,11,6,2,1,4,27,31.9
1,37,10,27,6,17,4,10,3,4,2,16,18,9,1,2,4,3,27,21.4
1,30,8,16,7,13,1,3,10,12,0,2,2,6,1,1,4,3,27,19.5
1,36,10,21,7,13,3,8,4,5,4,3,7,4,1,0,2,4,27,19.8
0,28,12,17,12,16,0,1,3,5,6,4,10,0,0,3,1,4,27,24
1,33,11,20,8,13,3,7,2,3,3,14,17,4,1,0,2,1,27,24.7
1,35,10,16,8,12,2,4,5,8,1,4,5,3,2,1,2,1,27,22.9
1,37,9,22,8,19,1,3,8,9,5,8,13,2,3,1,1,5,27,22.8
0,30,7,15,3,7,4,8,9,10,0,4,4,3,1,1,3,2,27,20.1
1,33,12,17,12,17,0,0,3,3,0,4,4,6,1,0,0,0,27,26.3
1,33,11,17,7,11,4,6,1,1,3,5,8,3,0,1,4,2,27,21.1
1,33,8,18,5,12,3,6,8,10,4,3,7,0,0,0,4,4,27,14.9
1,35,10,20,8,13,2,7,5,5,1,10,11,4,2,1,3,3,27,22
1,41,12,15,11,13,1,2,2,6,1,7,8,7,2,0,5,0,27,24.4
1,34,11,14,10,12,1,2,4,7,0,8,8,12,2,1,2,1,27,31.5
1,32,8,13,5,7,3,6,8,10,1,4,5,5,3,0,2,2,27,25.9
1,34,11,23,10,18,1,5,4,5,0,3,3,1,0,0,1,0,27,15.5
1,38,11,22,11,22,0,0,5,5,4,3,7,0,2,1,0,2,27,21.6
1,38,9,19,8,17,1,2,8,10,1,3,4,4,0,1,2,2,27,18.8
1,38,11,21,10,18,1,3,4,5,2,5,7,3,1,1,4,3,27,17.8
1,33,11,23,7,13,4,10,1,4,3,13,16,1,0,0,2,0,27,18.8
1,33,10,19,8,15,2,4,5,6,3,2,5,4,0,0,1,1,27,21.4
1,38,8,15,6,11,2,4,9,10,5,10,15,2,1,1,2,5,27,24.9
1,34,11,18,11,16,0,2,5,7,2,5,7,9,2,2,4,1,27,26.2
1,35,8,18,3,7,5,11,6,8,1,4,5,14,1,0,2,1,27,27.1
1,38,9,13,9,12,0,1,9,13,0,6,6,5,4,4,5,5,27,25
1,40,9,20,8,17,1,3,8,10,2,2,4,2,1,0,0,4,27,18.6
0,35,12,17,11,16,1,1,2,2,4,7,11,6,0,0,1,4,27,26.4
1,41,10,19,7,10,3,9,4,5,0,4,4,12,1,0,2,1,27,25.5
1,35,10,18,6,13,4,5,3,5,0,9,9,3,3,1,2,5,27,22.1
1,37,10,26,9,21,1,5,6,7,1,6,7,3,0,1,3,2,27,13.9
1,35,8,23,7,17,1,6,10,11,4,11,15,13,2,2,10,5,27,20.3
1,37,12,22,11,19,1,3,2,4,2,6,8,8,3,0,3,2,27,23.6
1,44,7,17,5,8,2,9,11,14,2,7,9,12,3,1,3,3,27,28.1
1,33,9,23,6,10,3,13,6,8,0,3,3,4,0,0,2,3,27,14.2
1,35,11,21,8,10,3,11,2,2,1,3,4,7,1,0,2,4,27,20.6
1,40,10,22,5,11,5,11,2,4,0,0,0,4,0,0,0,4,27,16
0,26,10,12,10,12,0,0,7,7,7,4,11,4,1,1,1,1,27,31.8
0,30,10,12,5,7,5,5,2,2,0,2,2,2,2,0,2,0,27,24.6
1,37,9,16,8,12,1,4,8,10,2,7,9,1,0,1,0,3,27,22.3
1,36,8,12,3,4,5,8,6,6,0,9,9,7,1,0,4,3,27,25.2
1,39,8,16,5,10,3,6,7,8,1,2,3,7,1,1,2,3,26,22.3
1,34,7,12,1,2,6,10,6,6,0,8,8,0,1,0,1,1,26,22.4
1,34,4,9,2,4,2,5,16,17,3,9,12,4,0,0,1,4,26,25.9
1,35,8,18,6,14,2,4,8,9,0,7,7,5,0,1,2,5,26,18.5
1,31,11,18,8,12,3,6,1,2,2,8,10,3,1,0,0,1,26,23.9
1,40,10,16,10,14,0,2,6,8,1,9,10,9,2,0,2,3,26,26.5
0,32,8,14,4,8,4,6,6,6,0,7,7,1,0,0,1,3,26,20
1,37,7,16,5,11,2,5,10,15,0,3,3,14,2,0,7,4,26,19.7
1,39,10,18,9,14,1,4,5,6,0,7,7,10,3,0,4,2,26,24.3
1,40,8,22,7,17,1,5,9,10,1,12,13,3,1,0,4,3,26,15.6
0,40,11,20,10,19,1,1,3,5,1,11,12,3,0,2,4,5,26,17.1
0,35,9,12,6,9,3,3,5,7,1,2,3,14,2,0,2,2,26,30.7
1,35,9,18,9,16,0,2,8,10,1,6,7,4,0,0,1,1,26,20.1
1,39,8,15,8,15,0,0,10,10,2,11,13,5,1,0,3,3,26,23.7
0,21,8,10,3,3,5,7,5,7,0,0,0,1,0,1,3,0,26,19.8
1,40,11,22,11,20,0,2,4,6,4,11,15,7,1,2,4,4,26,22
0,31,8,12,5,7,3,5,7,9,0,5,5,1,0,0,2,1,26,19.8
1,33,11,22,8,19,3,3,1,1,0,3,3,3,2,1,4,2,26,15.9
1,39,11,20,10,16,1,4,3,4,1,3,4,4,1,1,2,3,26,18.9
1,42,8,16,6,10,2,6,8,8,1,17,18,3,0,1,7,5,26,17.6
1,40,11,21,10,19,1,2,3,4,0,6,6,14,1,1,5,2,26,22.8
0,31,10,20,6,13,4,7,2,2,1,4,5,8,1,0,5,1,26,19.1
1,36,10,24,4,13,6,11,0,0,2,7,9,2,1,0,0,1,26,18.7
1,39,10,23,9,21,1,2,5,6,1,2,3,0,1,1,2,2,26,13.7
1,36,9,18,5,9,4,9,4,5,1,6,7,8,1,0,4,4,26,20.1
1,39,11,19,9,17,2,2,2,2,3,9,12,4,1,2,1,0,26,26.1
1,38,10,23,5,14,5,9,1,1,1,5,6,6,0,0,7,4,26,11.7
1,43,12,27,10,21,2,6,0,0,1,6,7,5,1,0,4,1,26,14.5
1,30,9,16,7,9,2,7,6,7,0,0,0,7,1,0,3,1,26,20.5
1,35,10,16,10,16,0,0,6,11,5,4,9,0,1,1,3,2,26,19.4
1,35,10,22,8,15,2,7,4,4,1,3,4,5,1,0,3,5,26,15.7
1,36,10,24,7,13,3,11,3,4,0,4,4,8,2,0,1,4,26,19
1,38,9,15,6,9,3,6,5,7,0,1,1,2,2,0,4,4,26,16.4
1,36,12,26,12,25,0,1,2,2,3,0,3,5,0,0,0,2,26,17.4
0,30,9,15,3,6,6,9,2,3,1,4,5,4,1,0,1,1,26,23
1,39,9,18,7,13,2,5,6,11,1,6,7,9,2,2,2,1,26,24.8
1,37,8,15,4,8,4,7,6,6,0,3,3,5,0,0,2,1,26,20.7
1,31,10,18,8,14,2,4,4,6,0,1,1,3,3,0,0,0,26,22
1,38,9,20,7,16,2,4,6,7,0,9,9,2,0,1,1,2,26,18.2
1,32,10,17,9,14,1,3,5,5,1,4,5,0,0,0,1,1,26,18.6
1,31,10,15,9,13,1,2,5,6,1,3,4,3,1,0,0,1,26,23.4
1,40,8,17,7,12,1,5,9,10,3,8,11,2,1,0,5,4,26,17.2
1,31,10,14,6,6,4,8,2,2,0,3,3,1,0,0,1,1,26,20.4
1,34,9,18,6,8,3,10,5,6,0,3,3,4,0,0,4,1,26,15.9
1,34,9,17,9,15,0,2,8,10,1,11,12,3,1,2,4,3,26,20.2
1,34,9,17,8,14,1,3,7,8,1,4,5,2,0,1,4,4,26,15.7
1,32,10,12,4,5,6,7,0,0,0,4,4,3,2,0,2,0,26,24.9
1,39,11,20,10,13,1,7,3,7,1,9,10,8,1,1,4,0,26,21.5
1,32,9,16,5,12,4,4,4,4,3,6,9,7,0,0,2,2,26,24.4
1,31,9,11,6,6,3,5,5,6,1,2,3,1,1,0,1,1,26,23.1
1,36,11,17,8,11,3,6,1,1,1,4,5,6,0,0,3,4,26,20
1,42,9,19,8,15,1,4,7,9,2,8,10,13,1,0,5,0,26,24.4
1,42,11,19,9,13,2,6,2,2,1,3,4,7,3,0,1,1,26,25.2
1,37,11,19,9,16,2,3,2,3,4,7,11,11,1,0,2,3,26,27.1
1,38,10,21,10,21,0,0,6,8,1,6,7,7,1,0,2,1,26,20.5
1,39,8,20,4,15,4,5,6,9,0,6,6,10,1,0,2,1,26,21.4
1,35,9,16,4,11,5,5,3,5,1,3,4,8,0,0,1,3,26,22.6
1,37,10,21,8,16,2,5,4,4,3,3,6,1,1,1,0,5,26,18.7
1,45,11,26,7,19,4,7,0,0,3,7,10,13,2,1,4,2,26,23.4
1,38,8,22,5,15,3,7,7,8,2,5,7,4,1,1,3,3,26,16.6
1,41,10,19,9,16,1,3,5,10,2,8,10,5,1,1,1,0,26,22.7
1,34,9,17,8,15,1,2,7,7,0,11,11,22,2,1,5,3,26,32.9
1,34,9,13,9,13,0,0,8,10,5,9,14,1,1,1,2,6,26,23.9
1,38,7,16,5,10,2,6,10,15,3,4,7,8,2,0,3,1,26,23.1
1,32,9,17,9,15,0,2,8,8,1,0,1,2,1,2,4,1,26,17.8
1,38,10,19,9,16,1,3,5,8,0,5,5,0,2,0,2,2,26,16.2
1,39,13,16,13,16,0,0,0,0,0,1,1,6,0,0,2,0,26,22.5
1,37,10,21,7,17,3,4,3,3,1,0,1,2,1,1,5,4,26,12.5
1,33,9,18,4,8,5,10,3,4,0,1,1,6,1,0,1,2,26,20.3
1,39,8,17,7,12,1,5,9,14,3,13,16,5,0,1,6,5,26,17.5
0,36,9,18,3,5,6,13,2,2,0,1,1,2,0,0,1,0,26,17.7
1,29,8,11,3,3,5,8,5,5,1,1,2,4,2,0,1,3,26,25.1
0,30,10,16,7,11,3,5,3,3,0,1,1,6,0,0,4,0,26,19.3
1,38,12,24,12,24,0,0,2,2,3,1,4,3,2,2,2,3,26,18.7
1,34,10,23,9,16,1,7,5,6,0,9,9,7,3,1,0,2,26,24
1,37,11,16,9,13,2,3,2,3,3,10,13,10,0,0,2,4,26,27.3
1,37,8,16,6,12,2,4,8,8,2,5,7,5,1,2,2,1,26,24.4
1,33,10,20,8,13,2,7,4,5,0,2,2,4,2,0,2,2,26,18.2
1,34,11,21,11,21,0,0,4,5,10,11,21,0,0,1,2,2,26,23.5
1,34,12,20,11,16,1,4,1,1,1,4,5,11,3,0,5,1,26,24
1,44,11,21,10,17,1,4,3,4,2,8,10,12,2,0,6,2,26,22.7
1,36,8,18,8,15,0,3,10,12,1,8,9,4,2,0,3,3,26,19.5
0,36,8,15,7,12,1,3,9,13,1,3,4,3,0,2,4,4,26,16.6
1,32,10,20,10,18,0,2,6,6,2,6,8,0,0,0,3,1,26,15.8
1,37,12,17,12,17,0,0,2,3,3,17,20,2,1,2,4,3,26,24.3
1,40,12,25,12,25,0,0,2,3,4,8,12,6,0,1,5,3,26,16.8
1,32,9,19,6,12,3,7,5,5,0,7,7,3,1,0,3,3,26,17.3
1,38,12,21,10,17,2,4,0,0,0,1,1,5,4,0,2,4,26,20.3
1,36,10,20,8,15,2,5,4,6,0,1,1,11,3,0,3,1,26,22.8
1,34,11,14,11,14,0,0,4,7,2,18,20,1,0,2,1,5,26,25.3
1,31,9,21,6,16,3,5,5,6,4,11,15,2,0,1,4,6,26,16.3
1,43,9,23,5,16,4,7,4,4,0,2,2,4,0,0,4,3,26,11.7
1,36,10,16,8,11,2,5,4,4,1,1,2,7,0,0,2,1,26,22.3
1,32,12,21,12,21,0,0,2,3,1,3,4,2,0,0,3,2,26,14.9
0,27,7,11,3,4,4,7,8,9,1,3,4,2,0,0,0,1,26,23.3
1,33,7,12,2,4,5,8,7,8,1,0,1,0,1,0,3,3,26,17.5
1,37,10,15,4,6,6,9,0,0,1,1,2,4,0,0,0,0,26,23.3
1,39,11,19,10,15,1,4,3,3,2,6,8,4,0,1,2,4,26,20.2
1,35,8,23,6,17,2,6,8,10,3,2,5,7,2,0,2,3,26,18.7
1,35,9,17,2,6,7,11,1,1,0,3,3,2,2,0,3,4,26,17.4
1,39,11,19,9,15,2,4,2,2,0,4,4,4,0,1,2,2,26,19
1,35,11,19,10,15,1,4,3,3,2,1,3,4,0,0,4,2,26,16.8
0,36,10,20,6,14,4,6,2,2,4,5,9,4,3,1,0,3,26,25.6
1,39,11,20,10,18,1,2,3,4,0,4,4,2,3,0,3,5,26,16.6
1,36,10,13,10,13,0,0,6,10,7,7,14,1,0,2,4,2,26,23.6
1,39,8,16,6,14,2,2,8,8,1,3,4,4,1,0,1,0,26,22.4
1,38,6,16,4,9,2,7,12,14,1,7,8,12,1,1,6,2,26,22.5
1,38,11,22,9,16,2,6,2,2,0,1,1,7,4,0,4,2,26,19.4
0,32,8,16,3,7,5,9,5,6,0,6,6,3,2,0,6,5,26,15.5
1,34,10,27,8,22,2,5,4,8,1,5,6,4,3,0,2,1,26,15.1
1,35,9,11,6,7,3,4,5,7,0,2,2,3,3,1,2,3,26,24.3
0,29,8,15,7,12,1,3,9,12,4,8,12,4,2,0,3,2,26,23.7
1,37,10,21,6,15,4,6,2,2,1,2,3,2,1,3,2,4,26,17.5
1,41,9,24,6,16,3,8,5,6,2,5,7,5,0,0,1,2,26,17
1,39,9,16,8,11,1,5,7,9,0,7,7,11,1,0,6,3,26,21.2
1,36,10,17,10,17,0,0,6,8,1,6,7,7,1,1,0,5,26,24.4
1,43,10,25,6,14,4,11,2,2,3,2,5,1,1,0,3,1,26,13.5
1,40,6,10,4,6,2,4,12,14,0,8,8,12,3,1,11,3,26,22.9
1,31,10,20,7,13,3,7,3,4,7,5,12,2,0,0,3,5,26,18.4
1,43,9,28,9,26,0,2,8,9,2,5,7,6,0,0,2,3,26,13.5
1,37,8,19,3,8,5,11,5,6,0,2,2,1,2,1,1,1,26,18.1
1,36,10,19,8,9,2,10,4,5,1,3,4,2,0,1,3,5,26,15
1,31,11,16,9,13,2,3,2,2,0,2,2,6,0,0,1,1,26,22.6
1,31,9,15,7,9,2,6,6,6,2,6,8,1,0,0,2,2,26,20.2
1,33,10,19,6,9,4,10,2,3,1,2,3,5,0,0,0,0,26,21.1
1,34,7,17,4,10,3,7,9,9,0,2,2,7,2,0,2,3,26,21.2
1,36,10,18,6,11,4,7,2,2,2,6,8,3,2,6,1,2,26,27.1
1,35,8,22,3,9,5,13,5,7,1,2,3,2,1,0,0,1,26,16.3
1,31,10,15,7,8,3,7,3,4,3,6,9,6,0,2,1,2,26,26.8
1,30,8,14,1,5,7,9,3,3,0,2,2,0,2,0,2,3,26,18.8
1,29,9,13,6,9,3,4,5,7,1,1,2,4,2,0,2,1,26,23.1
1,36,7,16,4,7,3,9,9,9,0,5,5,2,2,0,3,2,26,18.7
1,31,10,17,7,12,3,5,3,4,2,2,4,2,2,0,3,4,26,18.5
1,31,8,17,3,6,5,11,5,5,0,4,4,0,0,1,2,5,26,15.2
1,34,10,16,10,16,0,0,6,11,6,16,22,0,0,2,3,3,26,23
1,39,12,18,12,18,0,0,2,3,4,14,18,3,1,0,7,1,26,20.5
1,37,7,14,6,11,1,3,11,11,0,3,3,12,0,0,3,3,26,24.1
1,36,7,15,3,6,4,9,8,8,0,3,3,9,1,0,7,4,26,17.9
1,28,10,16,7,9,3,7,3,3,0,3,3,1,0,3,5,2,26,16.7
1,40,9,20,8,16,1,4,7,7,3,5,8,4,2,0,1,5,26,21
