GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1,37,14,22,14,20,0,2,6,7,1,7,8,1,2,4,3,2,34,28.3
1,30,14,22,11,15,3,7,3,6,2,7,9,6,0,0,2,2,34,27.9
1,37,12,26,10,15,2,11,8,9,1,7,8,3,0,0,2,1,34,22.7
1,39,11,26,7,20,4,6,8,8,2,5,7,1,1,2,2,1,34,23.8
1,43,11,19,5,9,6,10,6,8,0,2,2,2,1,0,3,2,34,23.5
1,37,9,19,8,12,1,7,15,16,3,4,7,17,1,0,7,5,34,31.1
1,37,12,23,7,17,5,6,5,8,1,2,3,8,0,0,3,3,34,24.2
1,41,13,25,10,17,3,8,5,6,1,10,11,9,1,0,4,2,34,27.5
1,45,15,22,12,15,3,7,1,1,2,7,9,9,1,0,4,4,34,29.8
1,36,9,18,5,10,4,8,12,13,1,6,7,2,3,0,2,4,34,27.9
1,36,13,30,9,21,4,9,4,5,3,5,8,13,2,0,8,3,34,23.3
1,40,12,26,8,15,4,11,6,6,2,3,5,4,1,0,3,4,34,22.1
1,38,12,19,6,10,6,9,4,5,0,5,5,4,1,0,5,3,34,24.2
1,39,12,19,8,12,4,7,5,5,0,6,6,10,3,2,3,5,33,32.7
1,43,11,20,10,18,1,2,10,10,1,4,5,8,0,1,1,3,33,29.4
1,31,14,24,14,23,0,1,5,8,3,2,5,2,2,1,1,2,33,25.6
1,36,9,26,6,16,3,10,12,13,1,10,11,14,2,2,5,1,33,29.5
1,35,13,20,7,10,6,10,1,2,1,5,6,4,2,0,2,2,33,28
1,37,13,23,10,16,3,7,4,4,0,9,9,3,1,1,2,2,33,25.8
1,35,11,21,6,10,5,11,6,6,1,5,6,7,1,0,1,4,33,28.2
1,35,13,17,6,8,7,9,0,0,1,1,2,9,1,0,4,4,33,29
1,33,12,19,7,11,5,8,4,8,0,3,3,3,1,0,3,1,33,23.5
1,27,11,22,7,17,4,5,7,7,1,1,2,3,0,0,0,2,33,24.3
1,36,12,20,11,17,1,3,8,9,1,6,7,4,2,1,2,3,33,28.2
1,45,11,21,5,7,6,14,5,7,0,4,4,10,0,0,3,3,33,25.9
1,40,12,19,8,12,4,7,5,5,0,3,3,4,1,1,7,4,33,21.3
1,34,11,21,6,15,5,6,6,6,4,7,11,16,1,1,7,3,33,32.3
1,33,13,20,7,12,6,8,1,1,1,4,5,4,1,0,3,1,33,26.5
1,41,11,23,8,16,3,7,8,10,1,2,3,11,2,1,3,2,33,28.4
1,38,9,18,3,9,6,9,9,12,1,4,5,8,1,0,4,2,33,26.5
1,36,13,27,9,16,4,11,3,4,0,3,3,7,0,0,6,5,33,16.7
1,36,13,26,12,19,1,7,6,6,2,8,10,6,0,1,7,2,33,20.9
1,27,12,17,10,14,2,3,7,8,2,8,10,1,2,3,3,2,33,30.3
1,40,9,21,4,10,5,11,10,11,1,4,5,6,0,0,4,1,33,23.2
1,37,10,24,5,10,5,14,8,9,1,2,3,9,0,0,2,4,33,23.8
1,36,11,17,11,15,0,2,11,11,1,13,14,3,0,1,2,2,33,30.1
1,31,12,19,6,9,6,10,3,3,0,4,4,5,0,0,5,5,33,22.2
1,34,9,19,5,12,4,7,11,13,1,3,4,3,0,0,4,3,33,21
1,38,13,23,9,17,4,6,3,4,2,8,10,4,2,0,2,2,33,27.5
1,37,11,20,10,16,1,4,10,10,0,5,5,2,0,4,6,3,33,21.9
1,35,12,24,10,18,2,6,7,10,0,6,6,0,0,1,2,3,33,19.1
1,33,12,18,8,9,4,9,5,7,0,6,6,3,0,1,3,2,33,25.2
1,34,10,16,8,12,2,4,11,15,4,8,12,3,4,1,6,4,33,28.6
1,33,13,21,8,12,5,9,2,2,0,1,1,4,2,0,1,1,33,27.2
1,38,10,25,3,6,7,19,6,7,2,7,9,12,0,1,1,4,33,29.1
1,38,15,20,15,20,0,0,3,6,3,6,9,1,0,0,1,4,33,25.8
1,45,8,18,7,13,1,5,16,17,1,3,4,3,2,0,4,2,33,24.1
1,37,13,19,13,16,0,3,7,9,1,4,5,11,3,1,9,3,33,27.2
1,41,10,17,6,9,4,8,9,11,1,5,6,5,3,0,2,2,33,30.2
1,38,12,22,7,17,5,5,4,4,1,6,7,4,0,0,3,0,33,24.7
1,37,13,20,11,16,2,4,5,6,1,7,8,2,1,0,2,1,33,26.6
1,32,12,23,8,16,4,7,5,6,0,5,5,2,0,0,2,3,33,21
1,30,10,17,3,4,7,13,6,6,1,4,5,6,1,0,4,1,33,27.8
1,38,11,23,8,14,3,9,8,9,1,3,4,5,1,0,2,1,33,24.6
1,37,11,18,7,12,4,6,7,8,0,6,6,7,2,1,3,2,33,30
1,39,12,22,9,15,3,7,6,9,2,7,9,3,1,2,3,5,33,24.2
1,34,11,21,11,19,0,2,11,12,2,13,15,8,0,0,7,4,33,24.6
1,35,13,26,10,20,3,6,4,4,1,8,9,1,1,1,0,1,33,25.1
1,39,10,23,8,12,2,11,11,13,0,6,6,12,1,2,6,0,33,26.7
1,43,11,25,4,10,7,15,4,4,1,8,9,3,0,0,0,1,33,24.7
1,36,10,17,5,9,5,8,8,11,0,6,6,5,2,1,0,5,33,29.9
1,33,12,15,12,15,0,0,9,11,5,10,15,2,1,2,3,4,33,32.2
1,33,13,20,10,12,3,8,4,4,0,2,2,3,0,1,1,2,33,25.8
1,35,11,18,10,16,1,2,10,13,1,12,13,1,0,0,3,1,33,25.2
1,32,9,15,4,8,5,7,10,10,0,3,3,2,1,0,2,2,33,26.6
1,36,9,16,9,14,0,2,15,16,0,6,6,2,2,1,4,2,33,26.1
1,36,11,23,10,22,1,1,10,13,2,5,7,4,2,0,2,1,33,25.4
1,36,9,22,6,12,3,10,12,14,0,7,7,4,1,1,2,3,33,23.8
1,38,12,20,8,15,4,5,5,6,1,4,5,10,2,0,3,1,33,30.9
1,40,13,25,13,24,0,1,7,10,2,7,9,3,4,1,0,2,33,29
1,32,11,18,6,9,5,9,6,8,1,4,5,2,1,1,1,2,33,27.2
1,39,13,23,13,22,0,1,7,9,2,3,5,1,1,0,1,1,33,23.9
1,38,13,20,11,15,2,5,5,10,0,10,10,6,2,1,6,0,33,26.1
1,33,11,23,4,9,7,14,4,4,0,4,4,3,0,0,2,4,33,21
1,34,10,31,8,19,2,12,11,13,3,12,15,8,2,1,4,5,33,22.5
1,34,12,20,7,14,5,6,4,4,1,2,3,4,0,0,3,4,33,23.3
1,31,13,20,10,16,3,4,4,5,4,2,6,0,0,1,3,1,33,24.5
1,41,14,24,14,23,0,1,5,6,3,13,16,1,3,1,1,2,33,30
1,39,14,27,10,19,4,8,1,2,2,4,6,2,1,0,3,2,33,20.5
1,33,12,20,8,12,4,8,5,5,1,6,7,9,1,1,5,2,33,28.5
1,35,10,23,5,11,5,12,8,9,0,2,2,3,3,0,2,3,33,23
1,37,15,22,14,18,1,4,2,2,2,2,4,4,0,0,1,0,33,27.4
1,40,13,22,13,20,0,2,7,7,5,2,7,6,2,3,4,4,33,29.6
1,37,13,22,9,15,4,7,3,6,0,2,2,9,1,0,3,6,33,24.1
1,38,11,24,6,13,5,11,6,6,0,4,4,1,1,1,3,2,33,20.4
1,41,11,24,7,16,4,8,7,10,0,2,2,2,2,1,1,4,33,21.5
1,36,9,15,3,5,6,10,9,13,1,6,7,11,2,0,5,2,33,30.9
1,40,13,21,9,13,4,8,3,6,4,3,7,2,0,0,3,3,33,23.2
1,39,13,20,9,13,4,7,2,6,1,2,3,3,0,1,1,1,32,24.3
1,41,12,21,9,16,3,5,5,5,1,2,3,4,2,1,1,1,32,27.5
1,43,11,21,11,17,0,4,10,10,0,6,6,4,0,1,3,1,32,23.6
1,38,11,19,9,15,2,4,8,10,5,9,14,2,1,2,2,4,32,28.7
1,38,11,14,9,10,2,4,8,10,0,4,4,6,1,0,1,3,32,30
1,35,10,19,6,13,4,6,8,8,1,1,2,4,0,0,3,1,32,23.1
1,38,12,28,12,27,0,1,8,8,2,5,7,2,2,0,3,3,32,19.3
1,41,13,18,8,9,5,9,1,2,0,13,13,1,0,1,2,4,32,25.9
1,37,9,18,6,14,3,4,11,11,0,4,4,0,2,0,4,2,32,21.4
1,29,11,16,5,7,6,9,4,5,1,3,4,8,0,0,2,2,32,29.2
1,42,12,17,10,12,2,5,6,7,2,3,5,12,3,0,4,0,32,34.2
1,39,11,17,2,6,9,11,1,2,0,2,2,5,0,0,2,4,32,24.6
1,34,10,22,7,14,3,8,9,14,1,12,13,12,1,1,4,1,32,28.6
1,40,11,24,10,22,1,2,9,9,1,9,10,3,2,1,6,4,32,20.2
0,38,13,20,10,15,3,5,3,5,0,5,5,3,3,0,0,6,32,26.6
1,35,11,20,8,13,3,7,7,7,2,10,12,0,1,2,0,2,32,28.4
1,38,12,20,8,9,4,11,4,6,0,2,2,5,2,0,3,2,32,24.3
1,36,11,21,10,19,1,2,9,11,1,11,12,9,0,0,2,2,32,28.4
1,33,7,18,4,11,3,7,15,15,2,6,8,6,4,0,1,0,32,32.6
1,40,12,21,7,11,5,10,3,3,0,11,11,3,1,0,1,3,32,26.3
1,36,10,26,7,17,3,9,9,9,0,3,3,4,2,0,0,1,32,23.1
1,31,11,20,6,11,5,9,5,6,0,5,5,3,2,1,2,5,32,24.3
1,34,12,19,10,12,2,7,6,7,0,4,4,7,2,2,1,2,32,30.8
1,34,10,18,5,7,5,11,7,8,0,2,2,6,1,0,6,2,32,22
1,35,10,19,6,11,4,8,8,9,0,2,2,5,3,0,3,4,32,24.8
1,37,14,25,12,20,2,5,2,2,3,8,11,4,0,1,2,3,32,24.9
1,40,9,14,9,13,0,1,14,16,0,9,9,11,1,2,4,2,32,33
1,39,13,21,11,17,2,4,4,4,2,0,2,3,1,0,2,4,32,23.4
1,42,12,18,6,10,6,8,2,5,0,7,7,17,2,2,6,6,32,32
1,37,12,20,10,15,2,5,6,11,2,3,5,1,1,3,5,4,32,20.3
1,47,11,23,8,17,3,6,7,10,3,10,13,3,0,1,2,5,32,23
1,37,10,20,7,10,3,10,9,9,0,4,4,1,2,0,4,4,32,20.3
1,47,11,21,10,18,1,3,9,10,3,13,16,10,1,0,3,6,32,29.9
1,37,9,18,6,11,3,7,11,11,1,5,6,5,0,0,2,2,32,25.9
1,38,12,19,4,5,8,14,0,0,0,2,2,3,1,0,0,5,32,25.2
1,36,12,24,8,15,4,9,4,5,1,6,7,5,0,0,3,4,32,21
1,40,12,22,11,20,1,2,7,10,3,11,14,5,2,1,0,2,32,31
0,30,11,15,10,14,1,1,9,11,2,9,11,0,2,0,3,2,32,27.4
1,38,10,17,7,14,3,3,9,12,2,11,13,5,0,0,4,2,32,26.3
1,37,8,22,6,15,2,7,14,15,2,13,15,12,0,0,8,1,32,24.7
1,40,12,22,9,15,3,7,5,6,1,2,3,7,2,0,0,0,32,29.2
1,40,12,20,8,12,4,8,4,5,0,5,5,10,0,0,5,1,32,25.5
1,29,11,13,7,8,4,5,6,6,1,3,4,4,1,0,4,2,32,27.9
1,40,13,19,13,19,0,0,6,8,2,10,12,7,0,4,6,4,32,27.6
1,31,11,20,4,7,7,13,3,4,1,7,8,4,3,0,3,1,32,27.2
1,33,13,19,13,19,0,0,6,8,7,6,13,0,0,2,3,5,32,26.2
1,37,13,20,12,16,1,4,5,6,1,10,11,6,1,3,4,3,32,28.6
1,37,9,20,5,13,4,7,10,11,2,4,6,5,0,0,4,3,32,22.1
1,32,13,18,10,14,3,4,3,4,0,8,8,3,0,0,4,5,32,22.7
1,39,13,23,11,20,2,3,4,5,0,6,6,3,5,0,2,0,32,27.6
1,40,13,26,10,15,3,11,3,4,1,2,3,8,2,0,4,6,32,21.1
1,38,11,15,7,11,4,4,6,10,2,4,6,2,0,0,1,3,32,26.1
1,41,11,21,11,20,0,1,10,13,6,7,13,7,4,2,1,2,32,35.3
1,37,13,24,10,18,3,6,3,5,2,5,7,7,4,2,5,3,32,26.6
1,36,11,24,8,19,3,5,7,8,5,11,16,1,1,2,0,2,32,28.3
1,30,9,18,7,9,2,9,12,15,1,4,5,12,0,0,7,4,32,23.5
1,37,9,14,6,9,3,5,11,11,1,7,8,1,0,0,1,0,32,28.3
1,40,13,30,13,25,0,5,6,6,3,12,15,8,2,1,7,5,32,21.2
1,36,10,17,8,14,2,3,10,10,1,5,6,2,0,2,2,0,32,27.1
1,41,11,22,9,19,2,3,8,10,6,3,9,2,2,1,3,5,32,24.4
1,39,9,18,6,12,3,6,11,14,2,1,3,6,1,0,2,1,32,26.3
1,40,12,21,10,16,2,5,6,6,1,7,8,5,0,4,2,5,32,27.2
1,37,10,16,8,12,2,4,10,11,1,0,1,6,1,0,1,3,32,28.1
1,34,12,19,10,14,2,5,6,8,2,8,10,2,1,0,4,4,32,23.3
1,29,13,17,13,16,0,1,6,9,3,5,8,2,0,0,2,4,32,25.5
0,28,12,20,9,15,3,5,5,7,1,3,4,4,1,0,1,1,32,26
1,33,11,22,8,14,3,8,7,9,0,6,6,5,1,0,3,2,32,22.7
1,32,12,21,9,16,3,5,5,5,3,10,13,2,1,0,3,4,32,25
1,40,9,19,6,12,3,7,11,11,0,5,5,15,0,0,7,2,32,26.5
1,35,10,15,10,15,0,0,12,14,6,5,11,1,0,0,1,4,32,28.5
1,40,10,24,5,16,5,8,7,8,0,12,12,4,2,1,1,5,32,24.9
1,28,11,20,7,14,4,6,6,6,1,6,7,4,3,2,5,3,32,25.9
1,40,11,25,7,16,4,9,6,7,2,5,7,3,0,1,3,1,32,20.8
1,33,11,22,8,11,3,11,7,10,2,8,10,7,2,0,6,5,32,22.5
1,47,14,22,14,22,0,0,4,6,4,11,15,0,1,5,1,5,32,29
1,30,12,22,7,13,5,9,3,5,0,9,9,1,0,5,4,5,32,21.5
1,35,10,20,3,8,7,12,5,6,2,15,17,11,3,0,5,3,32,32
1,37,9,17,4,8,5,9,9,9,1,4,5,4,3,0,4,2,32,26.6
1,37,12,22,9,18,3,4,5,6,1,3,4,5,1,0,3,4,32,22.5
1,36,11,23,9,20,2,3,8,11,3,5,8,5,2,0,0,2,32,27.4
1,36,12,25,8,17,4,8,4,6,2,4,6,9,1,0,1,1,32,27
1,41,12,22,9,14,3,8,5,7,1,4,5,7,0,1,2,0,32,26.1
1,39,9,15,6,10,3,5,11,14,0,3,3,6,1,0,2,5,32,26
1,35,11,19,9,12,2,7,7,9,5,6,11,1,1,0,3,2,31,24.5
1,40,10,16,9,13,1,3,10,10,2,3,5,8,0,0,4,1,31,27.3
1,39,11,24,8,14,3,10,6,7,1,6,7,3,2,0,3,3,31,20.6
1,36,11,17,9,14,2,3,7,8,3,4,7,3,1,4,5,3,31,26.1
1,37,10,26,9,15,1,11,10,10,2,8,10,7,0,0,3,1,31,22.1
0,34,12,23,6,11,6,12,1,3,1,1,2,4,1,1,0,2,31,23.6
1,40,11,26,10,21,1,5,8,10,1,6,7,6,3,0,1,1,31,24.7
1,35,12,18,10,13,2,5,5,5,0,2,2,5,2,0,5,3,31,23.1
1,38,8,15,8,15,0,0,15,16,1,6,7,4,3,0,2,2,31,28.8
0,33,9,16,6,10,3,6,10,11,0,6,6,0,1,1,1,0,31,25.5
1,40,12,22,8,14,4,8,3,7,5,8,13,4,2,1,5,2,31,24.4
1,34,13,18,12,15,1,3,4,7,0,5,5,11,0,0,5,1,31,26.2
1,35,12,30,12,29,0,1,7,10,5,11,16,2,0,2,1,2,31,21.4
1,37,12,21,11,19,1,2,6,9,2,6,8,7,1,0,5,2,31,23.2
1,31,9,13,7,10,2,3,11,12,0,4,4,4,0,0,2,3,31,25.9
1,34,10,25,7,18,3,7,8,8,0,6,6,6,0,1,0,3,31,23
1,34,13,18,9,11,4,7,1,1,0,9,9,7,1,0,1,2,31,30.4
1,21,8,15,8,12,0,3,15,15,2,8,10,3,0,0,1,6,31,26.2
1,33,9,15,2,4,7,11,6,6,0,0,0,1,0,0,1,2,31,23
1,41,12,24,5,11,7,13,0,2,1,5,6,3,0,1,2,0,31,21.2
1,30,13,21,12,18,1,3,4,4,0,5,5,4,1,0,3,2,31,23
1,34,10,17,7,11,3,6,8,9,3,6,9,3,0,1,0,0,31,29.4
1,32,8,19,4,9,4,10,11,13,0,1,1,2,1,0,1,3,31,20.6
1,38,10,18,6,9,4,9,7,7,0,4,4,11,2,0,3,1,31,29.9
1,37,13,29,11,18,2,11,3,4,2,8,10,5,0,1,1,1,31,22.1
1,39,13,24,11,16,2,8,3,4,0,1,1,5,4,0,1,5,31,23.8
1,33,11,25,10,21,1,4,8,9,3,4,7,15,1,1,5,2,31,27.2
1,38,12,22,8,14,4,8,3,3,2,5,7,3,2,0,3,4,31,22.8
1,28,12,17,11,15,1,2,6,7,1,12,13,3,0,1,3,3,31,26.4
1,30,10,15,5,8,5,7,6,6,0,2,2,1,1,0,3,2,31,23
1,37,11,21,6,13,5,8,4,4,0,4,4,2,3,0,1,3,31,24.1
1,35,10,25,10,25,0,0,11,13,0,1,1,3,1,1,1,3,31,18.6
1,29,11,18,6,9,5,9,4,4,0,4,4,2,0,0,3,2,31,21.6
1,38,11,17,10,14,1,3,8,8,6,5,11,1,0,1,3,3,31,26.4
1,37,12,21,7,15,5,6,2,4,0,4,4,7,0,0,5,4,31,19.8
1,38,13,22,9,17,4,5,1,1,0,5,5,5,1,1,0,1,31,27.1
1,34,8,20,7,14,1,6,14,17,6,5,11,7,3,1,6,2,31,26.5
1,32,12,16,12,16,0,0,7,10,3,8,11,0,3,0,3,4,31,26.3
1,37,11,24,6,11,5,13,4,6,2,6,8,6,2,0,2,2,31,24.4
1,35,9,15,7,11,2,4,11,11,1,3,4,8,0,1,4,4,31,26.4
1,36,11,19,3,8,8,11,1,2,1,10,11,4,1,0,1,4,31,26.6
1,35,12,18,5,7,7,11,0,0,0,2,2,1,0,0,1,1,31,23.1
1,41,9,23,5,13,4,10,9,11,1,2,3,8,1,0,1,0,31,24.6
1,33,11,22,8,17,3,5,6,7,1,2,3,5,1,0,6,3,31,18.2
1,39,13,26,11,24,2,2,3,3,0,2,2,2,1,0,0,2,31,20.2
1,36,11,15,9,12,2,3,7,8,0,1,1,4,2,0,1,1,31,28.2
1,36,10,21,9,17,1,4,10,10,0,2,2,5,3,0,4,3,31,22.2
1,41,9,17,4,11,5,6,8,10,1,6,7,6,1,0,3,2,31,25.8
1,39,9,13,6,8,3,5,10,10,0,2,2,0,1,0,3,2,31,23.3
1,38,10,19,6,10,4,9,7,7,0,1,1,4,1,0,1,2,31,24
1,34,8,13,6,8,2,5,13,13,1,2,3,9,2,0,3,1,31,31.3
1,37,13,19,11,17,2,2,3,3,3,6,9,0,0,4,2,4,31,26
1,36,13,23,11,17,2,6,3,3,1,3,4,9,0,1,5,3,31,22.5
1,35,10,20,7,11,3,9,8,12,1,1,2,5,2,1,4,2,31,21.8
1,35,7,16,3,5,4,11,13,13,1,4,5,7,1,0,4,3,31,25.2
1,35,11,17,10,15,1,2,8,9,0,6,6,13,1,0,4,2,31,30.2
1,38,12,19,10,17,2,2,5,7,0,7,7,2,2,0,3,4,31,22.6
1,26,10,13,7,8,3,5,8,9,0,2,2,2,2,0,0,0,31,29.5
1,35,7,18,6,13,1,5,16,19,1,10,11,9,2,0,3,1,31,28.6
1,33,12,17,8,12,4,5,3,4,0,5,5,4,1,0,4,2,31,24
1,39,11,22,9,18,2,4,7,8,2,4,6,3,2,0,2,1,31,23.9
1,29,11,18,4,6,7,12,2,2,0,5,5,9,1,0,1,1,31,30.2
1,34,12,17,5,6,7,11,0,0,0,3,3,6,1,0,3,0,31,27
1,39,12,18,8,10,4,8,3,3,0,2,2,8,2,1,3,3,31,27.9
1,35,10,18,2,4,8,14,3,3,1,6,7,0,0,2,2,4,31,22.7
1,40,13,26,11,17,2,9,3,6,1,4,5,7,4,0,1,0,31,26.6
1,38,9,19,4,11,5,8,8,8,1,2,3,4,0,0,5,5,31,18.4
1,35,9,16,4,7,5,9,8,11,0,4,4,5,2,0,1,1,31,27.5
1,37,12,18,7,11,5,7,2,2,1,7,8,5,0,2,3,5,31,25.9
1,39,13,21,12,19,1,2,4,6,1,8,9,5,1,1,1,5,31,26
1,39,13,23,11,19,2,4,3,3,1,4,5,1,1,0,1,2,31,21.9
1,37,13,17,10,11,3,6,2,2,0,1,1,1,1,0,4,1,31,21.9
1,36,12,23,10,17,2,6,5,7,1,3,4,2,0,1,1,2,31,20.8
1,30,11,18,11,17,0,1,9,11,2,3,5,3,0,0,2,1,31,24
1,39,9,21,8,17,1,4,12,12,2,4,6,8,2,1,5,2,31,25
1,39,12,23,12,21,0,2,7,7,0,4,4,5,3,0,1,3,31,25.2
1,41,12,25,9,19,3,6,4,4,2,4,6,2,2,0,4,4,31,18.7
1,38,10,21,7,14,3,7,8,9,0,6,6,4,0,0,1,5,31,21.5
1,43,12,20,10,17,2,3,5,7,0,4,4,1,0,0,1,3,31,20.7
1,34,11,22,8,13,3,9,6,6,2,9,11,2,3,0,2,4,31,24.9
1,39,8,19,4,9,4,10,11,15,0,7,7,10,1,3,4,3,31,26.3
0,28,10,20,4,9,6,11,5,5,0,4,4,5,3,0,1,1,31,27.3
0,36,11,18,5,6,6,12,3,4,0,2,2,3,0,1,3,4,31,21.2
1,39,13,24,8,12,5,12,0,0,0,3,3,3,1,0,4,4,31,17.8
1,41,11,23,7,15,4,8,5,7,1,7,8,3,0,0,1,1,31,22
0,31,11,15,4,7,7,8,2,2,0,3,3,4,1,0,3,1,31,26.2
1,35,10,24,6,14,4,10,7,9,0,4,4,10,0,2,0,3,31,25.8
1,38,11,22,9,19,2,3,7,9,2,3,5,2,1,0,0,1,31,23.5
1,33,13,15,13,15,0,0,5,8,3,11,14,4,1,0,4,1,31,29.3
1,40,13,23,10,15,3,8,2,2,3,6,9,1,0,1,2,4,31,21.8
1,47,13,26,11,20,2,6,3,4,1,0,1,3,2,0,2,4,31,18.8
1,36,8,16,5,10,3,6,12,13,0,5,5,7,0,0,0,0,31,29
1,40,10,18,10,15,0,3,11,12,1,14,15,9,4,2,5,2,31,32.8
1,38,11,21,9,18,2,3,7,8,1,9,10,13,3,0,3,0,31,32.8
1,38,11,19,10,17,1,2,8,9,2,3,5,6,2,1,3,2,31,27.1
1,42,10,25,10,21,0,4,11,14,1,2,3,7,3,0,7,2,31,17.7
1,30,12,18,12,18,0,0,7,10,0,6,6,3,1,2,0,3,31,27.1
1,35,12,22,10,19,2,3,5,7,2,15,17,5,2,3,8,3,31,23.9
1,37,11,20,9,14,2,6,7,7,2,7,9,9,1,0,2,1,31,29.8
1,36,10,22,10,21,0,1,11,17,2,7,9,2,2,3,1,0,31,25.2
1,30,10,19,10,19,0,0,11,13,5,3,8,2,3,1,3,2,31,26.6
1,43,9,18,1,5,8,13,5,5,0,8,8,4,0,1,5,3,31,21.7
1,39,10,24,7,16,3,8,8,10,0,5,5,4,0,1,5,4,31,15.8
1,38,10,18,6,9,4,9,7,7,0,4,4,9,0,1,1,1,31,29.2
1,39,11,22,9,18,2,4,7,8,2,4,6,3,2,0,2,1,31,23.9
1,41,13,24,13,23,0,1,5,6,2,10,12,2,2,4,5,3,31,23.4
1,42,10,21,6,11,4,10,7,10,1,4,5,1,2,0,4,5,31,17.7
1,40,11,18,10,15,1,3,8,9,0,2,2,2,0,0,1,3,31,22.2
1,43,10,17,8,13,2,4,9,13,0,13,13,2,0,5,1,1,31,28.9
1,42,14,24,14,20,0,4,3,3,0,4,4,8,2,1,1,4,31,26.7
1,40,13,34,11,26,2,8,3,5,5,6,11,15,2,0,7,3,31,21.2
0,34,10,16,10,14,0,2,10,11,2,4,6,8,1,1,2,0,30,30.3
0,43,12,15,7,10,5,5,1,1,0,1,1,1,1,0,2,3,30,23.1
1,35,12,19,6,8,6,11,0,0,0,5,5,0,2,0,0,4,30,23.4
1,35,12,19,10,13,2,6,4,5,1,2,3,10,1,0,4,1,30,26
1,37,12,21,10,17,2,4,4,4,0,5,5,2,2,0,7,3,30,16.8
1,39,13,24,10,17,3,7,1,2,1,7,8,3,0,0,7,3,30,14.7
1,34,13,21,13,20,0,1,4,5,3,7,10,13,1,0,3,0,30,31.4
1,37,14,21,12,14,2,7,0,1,2,3,5,4,1,1,0,2,30,26.5
1,31,10,17,9,14,1,3,9,12,3,5,8,1,0,2,3,0,30,23.6
1,34,11,24,8,18,3,6,5,5,0,3,3,7,2,3,0,2,30,26.7
1,31,9,17,5,10,4,7,8,8,0,4,4,5,2,0,2,1,30,26
1,35,12,20,8,14,4,6,2,2,0,4,4,2,0,1,1,0,30,23.1
1,33,13,24,13,24,0,0,4,4,4,6,10,5,2,2,4,3,30,24.7
1,35,9,20,9,18,0,2,12,15,3,3,6,4,4,4,2,0,30,29
1,40,11,22,7,16,4,6,4,8,2,7,9,2,0,0,3,2,30,18.5
1,39,8,18,3,5,5,13,9,9,0,7,7,6,0,0,2,1,30,24.5
1,34,9,18,4,9,5,9,7,7,0,5,5,7,0,0,3,0,30,24.4
1,37,11,30,9,17,2,13,6,7,2,6,8,4,1,0,6,2,30,13.2
1,39,11,18,8,13,3,5,5,5,2,6,8,2,1,1,7,3,30,19.9
1,40,12,20,8,9,4,11,2,3,0,7,7,5,2,0,8,2,30,19.2
1,37,9,17,4,8,5,9,7,7,0,6,6,6,2,0,3,2,30,25.9
1,35,9,18,6,14,3,4,9,9,0,4,4,3,2,1,2,1,30,24.6
1,41,10,16,9,13,1,3,9,10,0,2,2,9,2,1,1,1,30,30.6
1,38,9,12,2,3,7,9,5,6,0,5,5,8,3,0,4,2,30,30.1
1,36,10,18,5,11,5,7,5,5,0,7,7,2,2,0,2,1,30,24.5
1,42,9,23,8,16,1,7,11,12,0,5,5,2,0,1,5,4,30,14.1
1,37,8,16,6,11,2,5,12,12,2,5,7,1,4,1,6,2,30,23.5
1,36,11,21,8,13,3,8,5,6,2,7,9,6,1,0,4,3,30,22.8
1,39,11,22,9,17,2,5,6,10,3,14,17,6,1,1,3,2,30,25.8
1,31,10,25,6,14,4,11,6,7,3,7,10,3,0,3,2,2,30,21.7
1,36,10,16,8,13,2,3,8,10,2,5,7,2,3,3,1,1,30,30
1,38,12,26,11,21,1,5,5,6,2,4,6,8,1,1,5,1,30,20.7
1,39,12,18,9,13,3,5,3,3,2,9,11,1,1,1,4,3,30,23.5
1,36,9,20,7,16,2,4,10,11,1,6,7,9,2,0,6,0,30,24
1,27,10,18,6,11,4,7,6,6,1,6,7,3,1,1,0,1,30,27.3
1,34,9,16,6,11,3,5,9,11,1,5,6,5,1,0,1,4,30,25.7
1,39,11,20,5,13,6,7,2,2,0,4,4,4,1,2,4,4,30,21.2
1,34,11,16,7,12,4,4,4,4,0,3,3,7,2,0,3,1,30,27.6
1,27,14,17,14,17,0,0,2,3,6,14,20,0,0,3,3,1,30,30.4
1,36,12,22,11,18,1,4,5,5,1,6,7,12,1,0,2,2,30,28.5
1,36,12,22,9,16,3,6,3,4,0,5,5,2,1,0,2,1,30,20.5
1,41,10,23,9,20,1,3,9,11,0,4,4,6,2,1,4,5,30,19.2
1,37,11,22,6,11,5,11,3,3,2,2,4,6,2,0,4,3,30,22
1,33,11,18,6,10,5,8,3,3,0,2,2,1,0,0,5,3,30,16.9
1,37,13,19,12,17,1,2,3,5,6,10,16,1,2,4,2,4,30,30.2
1,35,10,18,8,12,2,6,8,9,0,2,2,3,0,0,6,2,30,16.9
1,34,10,22,4,6,6,16,4,4,3,12,15,2,2,0,4,4,30,22.1
1,36,12,25,10,18,2,7,4,5,2,3,5,1,1,0,5,2,30,15.1
1,34,10,15,8,10,2,5,8,9,1,12,13,10,5,2,6,1,30,34.4
1,33,10,18,7,13,3,5,7,8,0,4,4,9,3,1,1,0,30,31.2
1,33,9,17,8,13,1,4,11,12,0,1,1,5,1,0,4,3,30,20.9
